ID	Name	Equation	Definition	Genes
rxn00980_c0	2-Phosphoglycolate phosphohydrolase_c0	(1) cpd00001[c0] + (1) cpd00727[c0] => (1) cpd00009[c0] + (1) cpd00139[c0]	(1) H2O[c0] + (1) 2-Phosphoglycolate[c0] => (1) Phosphate[c0] + (1) Glycolate[c0]	(fig|1185660.4.peg.3692 or fig|1185660.4.peg.3371)
rxn00056_c0	Fe(II):oxygen oxidoreductase_c0	(1) cpd00007[c0] + (4) cpd00067[c0] + (4) cpd10515[c0] <=> (2) cpd00001[c0] + (4) cpd10516[c0]	(1) O2[c0] + (4) H+[c0] + (4) Fe2+[c0] <=> (2) H2O[c0] + (4) fe3[c0]	fig|1185660.4.peg.2856
rxn00016_c0	chitobiose N-acetylglucosaminohydrolase_c0	(1) cpd00001[c0] + (1) cpd01157[c0] => (2) cpd00122[c0]	(1) H2O[c0] + (1) Chitobiose[c0] => (2) N-Acetyl-D-glucosamine[c0]	fig|1185660.4.peg.2801
rxn01216_c0	3-phospho-D-glycerate 1,2-phosphomutase_c0	(1) cpd00067[c0] + (1) cpd00203[c0] <=> (1) cpd00853[c0]	(1) H+[c0] + (1) 1,3-Bisphospho-D-glycerate[c0] <=> (1) DPG[c0]	(fig|1185660.4.peg.3788 or fig|1185660.4.peg.3416)
rxn05779_c0	alpha-amino acid:NADP+ oxidoreductase (deaminating)_c0	(1) cpd00001[c0] + (1) cpd00006[c0] + (1) cpd03077[c0] <=> (1) cpd00005[c0] + (1) cpd00013[c0] + (1) cpd11625[c0]	(1) H2O[c0] + (1) NADP[c0] + (1) alpha-Amino acid[c0] <=> (1) NADPH[c0] + (1) NH3[c0] + (1) 2-Oxo acid[c0]	fig|1185660.4.peg.1583
rxn02213_c0	3-Dehydroquinate hydro-lyase_c0	(1) cpd00699[c0] => (1) cpd00001[c0] + (1) cpd01716[c0]	(1) 5-Dehydroquinate[c0] => (1) H2O[c0] + (1) 3-Dehydroshikimate[c0]	(fig|1185660.4.peg.514 or fig|1185660.4.peg.4039)
rxn03365_c0	R04916_c0	(1) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd03365[c0] <=> (1) cpd00004[c0] + (2) cpd00067[c0] + (1) cpd03366[c0]	(1) H2O[c0] + (1) NAD[c0] + (1) 5-(2'-Formylethyl)-4,6-dihydroxypicolinate[c0] <=> (1) NADH[c0] + (2) H+[c0] + (1) 5-(2'-Carboxyethyl)-4,6-dihydroxypicolinate[c0]	fig|1185660.4.peg.2630
rxn03892_c0	R05613_c0	(1) cpd00113[c0] + (1) cpd02591[c0] => (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd00906[c0]	(1) Isopentenyldiphosphate[c0] + (1) pendp[c0] => (1) PPi[c0] + (1) H+[c0] + (1) all-trans-Hexaprenyl diphosphate[c0]	(fig|1185660.4.peg.2670 or fig|1185660.4.peg.3117)
rxn00086_c0	glutathione:NADP+ oxidoreductase_c0	(1) cpd00006[c0] + (2) cpd00042[c0] <=> (1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd00111[c0]	(1) NADP[c0] + (2) GSH[c0] <=> (1) NADPH[c0] + (1) H+[c0] + (1) Oxidized glutathione[c0]	fig|1185660.4.peg.2659
rxn03871_c0	R05592_c0	(1) cpd00001[c0] + (1) cpd06705[c0] <=> (2) cpd00067[c0] + (1) cpd00782[c0]	(1) H2O[c0] + (1) 2-Oxocyclohexane-1-carbonyl-CoA[c0] <=> (2) H+[c0] + (1) Pimeloyl-CoA[c0]	fig|1185660.4.peg.769
rxn04989_c0	L-phenylalanine,tetrahydrobiopterin:oxygen oxidoreductase(4-hydroxylating)_c0	(1) cpd00007[c0] + (1) cpd00066[c0] + (1) cpd00233[c0] => (1) cpd00069[c0] + (1) cpd03897[c0]	(1) O2[c0] + (1) L-Phenylalanine[c0] + (1) Tetrahydrobiopterin[c0] => (1) L-Tyrosine[c0] + (1) 4a-Hydroxytetrahydrobiopterin[c0]	fig|1185660.4.peg.149
rxn05454_c0	15-methyl-hexa-decanoyl-ACP:[acyl-carrier-protein] transferase_c0	(1) cpd00010[c0] + (2) cpd00067[c0] + (1) cpd11544[c0] <=> (1) cpd11432[c0] + (1) cpd11493[c0]	(1) CoA[c0] + (2) H+[c0] + (1) 15-methyl-hexa-decanoyl-ACP[c0] <=> (1) fa11coa[c0] + (1) ACP[c0]	fig|1185660.4.peg.1142
rxn01127_c0	ATP:dAMP phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00067[c0] + (1) cpd00294[c0] <=> (1) cpd00008[c0] + (1) cpd00177[c0]	(1) ATP[c0] + (1) H+[c0] + (1) dAMP[c0] <=> (1) ADP[c0] + (1) dADP[c0]	(fig|1185660.4.peg.3265 or fig|1185660.4.peg.1793)
rxn01461_c0	L-Arginine:4-aminobutanoate amidinotransferase_c0	(1) cpd00051[c0] + (1) cpd00281[c0] <=> (1) cpd00064[c0] + (1) cpd00762[c0]	(1) L-Arginine[c0] + (1) GABA[c0] <=> (1) Ornithine[c0] + (1) 4-Guanidinobutanoate[c0]	fig|1185660.4.peg.933
rxn04908_c0	trichloroethanol:NAD+ oxidoreductase_c0	(1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd04248[c0] <=> (1) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd04661[c0]	(1) NADH[c0] + (1) H+[c0] + (1) Chloral hydrate[c0] <=> (1) H2O[c0] + (1) NAD[c0] + (1) Trichloroethanol[c0]	(fig|1185660.4.peg.180 or fig|1185660.4.peg.29 or fig|1185660.4.peg.2389 or fig|1185660.4.peg.3035 or fig|1185660.4.peg.3115)
rxn05824_c0	Acyl-CoA hydrolase_c0	(1) cpd00001[c0] + (1) cpd11611[c0] <=> (1) cpd00010[c0] + (1) cpd00049[c0] + (2) cpd00067[c0]	(1) H2O[c0] + (1) Acyl-CoA[c0] <=> (1) CoA[c0] + (1) Carboxylic acid[c0] + (2) H+[c0]	fig|1185660.4.peg.4235
rxn05226_c0	D-glucose transport via PEP:Pyr PTS_c0	(1) cpd00027[e0] + (1) cpd00061[c0] <=> (1) cpd00020[c0] + (1) cpd00079[c0]	(1) D-Glucose[e0] + (1) Phosphoenolpyruvate[c0] <=> (1) Pyruvate[c0] + (1) D-glucose-6-phosphate[c0]	(Unknown and Unknown and Unknown and (fig|1185660.4.peg.2139 or fig|1185660.4.peg.2706) and Unknown)
rxn08548_c0	glycerol-3-phosphate acyltransferase (C14:1)_c0	(2) cpd00067[c0] + (1) cpd00080[c0] + (1) cpd15294[c0] => (1) cpd11493[c0] + (1) cpd15330[c0]	(2) H+[c0] + (1) Glycerol-3-phosphate[c0] + (1) Tetradecenoyl-ACP[c0] => (1) ACP[c0] + (1) 1-tetradec-7-enoyl-sn-glycerol 3-phosphate[c0]	fig|1185660.4.peg.4105
rxn00615_c0	ATP:glycerol 3-phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00100[c0] <=> (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd00080[c0]	(1) ATP[c0] + (1) Glycerol[c0] <=> (1) ADP[c0] + (1) H+[c0] + (1) Glycerol-3-phosphate[c0]	fig|1185660.4.peg.638
rxn05382_c0	14-methyl-trans-hexa-dec-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)_c0	(1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd11518[c0] => (1) cpd00006[c0] + (1) cpd11519[c0]	(1) NADPH[c0] + (1) H+[c0] + (1) 14-methyl-trans-hexa-dec-2-enoyl-ACP[c0] => (1) NADP[c0] + (1) 14-methyl-hexa-decanoyl-ACP[c0]	fig|1185660.4.peg.375
rxn04674_c0	R06859_c0	(1) cpd00017[c0] + (1) cpd09410[c0] => (1) cpd00019[c0] + (1) cpd00067[c0] + (1) cpd01401[c0]	(1) S-Adenosyl-L-methionine[c0] + (1) Demethylphylloquinone[c0] => (1) S-Adenosyl-homocysteine[c0] + (1) H+[c0] + (1) Vitamin K1[c0]	fig|1185660.4.peg.668
rxn00569_c0	Nitrite reductase (NAD(P)H)_c0	(2) cpd00001[c0] + (3) cpd00006[c0] + (1) cpd00013[c0] <= (3) cpd00005[c0] + (5) cpd00067[c0] + (1) cpd00075[c0]	(2) H2O[c0] + (3) NADP[c0] + (1) NH3[c0] <= (3) NADPH[c0] + (5) H+[c0] + (1) Nitrite[c0]	fig|1185660.4.peg.2206
rxn05341_c0	(3R)-3-Hydroxyoctanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase_c0	(1) cpd00006[c0] + (1) cpd11483[c0] <=> (1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd11490[c0]	(1) NADP[c0] + (1) (R)-3-Hydroxyoctanoyl-[acyl-carrier protein][c0] <=> (1) NADPH[c0] + (1) H+[c0] + (1) 3-oxooctanoyl-acp[c0]	(fig|1185660.4.peg.1112 or fig|1185660.4.peg.3753 or fig|1185660.4.peg.3578 or fig|1185660.4.peg.401 or fig|1185660.4.peg.409 or fig|1185660.4.peg.1143 or fig|1185660.4.peg.4522)
rxn00406_c0	arginine racemase_c0	(1) cpd00051[c0] <=> (1) cpd00586[c0]	(1) L-Arginine[c0] <=> (1) D-Arginine[c0]	fig|1185660.4.peg.1548
rxn03971_c0	Coniferyl aldehyde:NADP oxidoreductase_c0	(1) cpd00001[c0] + (1) cpd00006[c0] + (1) cpd01733[c0] <=> (1) cpd00005[c0] + (2) cpd00067[c0] + (1) cpd01059[c0]	(1) H2O[c0] + (1) NADP[c0] + (1) Ferulaldehyde[c0] <=> (1) NADPH[c0] + (2) H+[c0] + (1) Ferulate[c0]	fig|1185660.4.peg.974
rxn10206_c0	anteisoheptadecanoyl-glycerol-3-phosphate O-acyltransferase_c0	(1) cpd00080[c0] + (1) cpd11434[c0] => (1) cpd00010[c0] + (1) cpd15672[c0]	(1) Glycerol-3-phosphate[c0] + (1) fa12coa[c0] => (1) CoA[c0] + (1) 1-anteisoheptadecanoyl-sn-glycerol 3-phosphate[c0]	fig|1185660.4.peg.4105
rxn00083_c0	NADPH:NAD+ oxidoreductase_c0	(1) cpd00003[c0] + (1) cpd00005[c0] <=> (1) cpd00004[c0] + (1) cpd00006[c0]	(1) NAD[c0] + (1) NADPH[c0] <=> (1) NADH[c0] + (1) NADP[c0]	(fig|1185660.4.peg.950 or fig|1185660.4.peg.946)
rxn09153_c0	Phospholipase A2 (phosphatidylethanolamine, n-C14:1) (periplasm)_c0	(1) cpd00001[c0] + (1) cpd15530[c0] => (1) cpd00067[c0] + (1) cpd15298[c0] + (1) cpd15315[c0]	(1) H2O[c0] + (1) phosphatidylethanolamine ditetradec-7-enoyl[c0] => (1) H+[c0] + (1) tetradecenoate[c0] + (1) 1-Acyl-sn-glycero-3-phosphoethanolamine tetradec-7-enoyl[c0]	fig|1185660.4.peg.1329
rxn01626_c0	5,6-Dihydrouracil amidohydrolase_c0	(1) cpd00001[c0] + (1) cpd00337[c0] => (1) cpd00067[c0] + (1) cpd01720[c0]	(1) H2O[c0] + (1) Hydrouracil[c0] => (1) H+[c0] + (1) 3-Ureidopropanoate[c0]	(fig|1185660.4.peg.3381 or fig|1185660.4.peg.2778 or fig|1185660.4.peg.2895 or fig|1185660.4.peg.2831)
rxn00495_c0	L-phenylalanine ammonia-lyase (trans-cinnamate-forming)_c0	(1) cpd00066[c0] <=> (1) cpd00013[c0] + (1) cpd00333[c0]	(1) L-Phenylalanine[c0] <=> (1) NH3[c0] + (1) (E)-Cinnamate[c0]	fig|1185660.4.peg.1498
rxn07438_c0	peptide-methionine:thioredoxin-disulfide S-oxidoreductase_c0	(1) cpd00001[c0] + (1) cpd11420[c0] + (1) cpd12237[c0] <=> (1) cpd11421[c0] + (1) cpd14507[c0]	(1) H2O[c0] + (1) trdox[c0] + (1) Peptide-L-methionine[c0] <=> (1) trdrd[c0] + (1) Peptide-L-methionine (R)-S-oxide[c0]	fig|1185660.4.peg.3769
rxn00743_c0	Glycerone phosphate phosphohydrolase_c0	(1) cpd00001[c0] + (1) cpd00095[c0] => (1) cpd00009[c0] + (1) cpd00157[c0]	(1) H2O[c0] + (1) Glycerone-phosphate[c0] => (1) Phosphate[c0] + (1) Glycerone[c0]	fig|1185660.4.peg.1832
rxn10202_c0	glycerol-3-phosphate: acyl-coa acyltransferase (16:0)_c0	(1) cpd00067[c0] + (1) cpd00080[c0] + (1) cpd00134[c0] => (1) cpd00010[c0] + (1) cpd15327[c0]	(1) H+[c0] + (1) Glycerol-3-phosphate[c0] + (1) Palmitoyl-CoA[c0] => (1) CoA[c0] + (1) 1-hexadecanoyl-sn-glycerol 3-phosphate[c0]	fig|1185660.4.peg.4105
rxn06735_c0	CMP-N-acetylneuraminate:alpha-N-acetylneuraminyl-2,3-beta-D-galactoside alpha-2,8-N-acetylneuraminyltransferase_c0	(1) cpd00112[c0] + (1) cpd12599[c0] <=> (1) cpd00046[c0] + (1) cpd00067[c0] + (1) cpd03654[c0]	(1) CMP-N-acetylneuraminate[c0] + (1) GM3[c0] <=> (1) CMP[c0] + (1) H+[c0] + (1) GD3[c0]	(fig|1185660.4.peg.3117 or fig|1185660.4.peg.2670)
rxn01775_c0	D-Mannonate:NAD+ 5-oxidoreductase_c0	(1) cpd00003[c0] + (1) cpd00403[c0] <=> (1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd00672[c0]	(1) NAD[c0] + (1) D-Mannonate[c0] <=> (1) NADH[c0] + (1) H+[c0] + (1) D-Fructuronate[c0]	fig|1185660.4.peg.4073
rxn02483_c0	4-Carboxymuconolactone carboxy-lyase_c0	(1) cpd00067[c0] + (1) cpd00938[c0] => (1) cpd00011[c0] + (1) cpd02255[c0]	(1) H+[c0] + (1) 4-Carboxymuconolactone[c0] => (1) CO2[c0] + (1) 3-oxoadipate-enol-lactone[c0]	(fig|1185660.4.peg.800 or fig|1185660.4.peg.3063)
rxn03236_c0	4a-hydroxytetrahydrobiopterin hydro-lyase_c0	(1) cpd03897[c0] <=> (1) cpd00001[c0] + (1) cpd00231[c0]	(1) 4a-Hydroxytetrahydrobiopterin[c0] <=> (1) H2O[c0] + (1) Dihydrobiopterin[c0]	fig|1185660.4.peg.2085
rxn01265_c0	Nicotinate D-ribonucleotide:diphosphate phosphoribosyltransferase_c0	(1) cpd00012[c0] + (1) cpd00873[c0] <=> (1) cpd00103[c0] + (1) cpd00218[c0]	(1) PPi[c0] + (1) Nicotinate ribonucleotide[c0] <=> (1) PRPP[c0] + (1) Niacin[c0]	fig|1185660.4.peg.3404
rxn00874_c0	butanoyl-CoA:acetyl-CoA C-butanoyltransferase_c0	(1) cpd00022[c0] + (1) cpd00120[c0] <=> (1) cpd00010[c0] + (1) cpd03123[c0]	(1) Acetyl-CoA[c0] + (1) Butyryl-CoA[c0] <=> (1) CoA[c0] + (1) 3-Oxohexanoyl-CoA[c0]	((fig|1185660.4.peg.1581 or fig|1185660.4.peg.193 or fig|1185660.4.peg.2235) or (fig|1185660.4.peg.2235 or fig|1185660.4.peg.709 or fig|1185660.4.peg.1581 or fig|1185660.4.peg.193))
rxn00834_c0	IMP:NAD+ oxidoreductase_c0	(1) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd00114[c0] <=> (1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd00497[c0]	(1) H2O[c0] + (1) NAD[c0] + (1) IMP[c0] <=> (1) NADH[c0] + (1) H+[c0] + (1) XMP[c0]	(fig|1185660.4.peg.2768 or fig|1185660.4.peg.2393)
rxn00782_c0	D-glyceraldehyde-3-phosphate:NADP+ oxidoreductase (phosphorylating)_c0	(1) cpd00006[c0] + (1) cpd00009[c0] + (1) cpd00102[c0] <= (1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd00203[c0]	(1) NADP[c0] + (1) Phosphate[c0] + (1) Glyceraldehyde3-phosphate[c0] <= (1) NADPH[c0] + (1) H+[c0] + (1) 1,3-Bisphospho-D-glycerate[c0]	fig|1185660.4.peg.2099
rxn02369_c0	2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate lyase (decyclizing)_c0	(1) cpd00938[c0] <=> (1) cpd00067[c0] + (1) cpd00856[c0]	(1) 4-Carboxymuconolactone[c0] <=> (1) H+[c0] + (1) 3-Carboxy-cis,cis-muconate[c0]	fig|1185660.4.peg.798
rxn09124_c0	Phospholipase A1 (phosphatidate, n-C14:0) (periplasm)_c0	(1) cpd00001[c0] + (1) cpd15522[c0] <=> (1) cpd00067[c0] + (1) cpd03847[c0] + (1) cpd15363[c0]	(1) H2O[c0] + (1) 1,2-ditetradecanoyl-sn-glycerol 3-phosphate[c0] <=> (1) H+[c0] + (1) Myristic acid[c0] + (1) 2-tetradecanoyl-sn-glycerol 3-phosphate[c0]	fig|1185660.4.peg.1329
rxn00704_c0	alpha-D-Glucose 1-phosphate 1,6-phosphomutase_c0	(1) cpd00089[c0] <=> (1) cpd00079[c0]	(1) Glucose-1-phosphate[c0] <=> (1) D-glucose-6-phosphate[c0]	fig|1185660.4.peg.3788
rxn09150_c0	Phospholipase A2 (phosphatidate, n-C18:1) (periplasm)_c0	(1) cpd00001[c0] + (1) cpd15527[c0] <=> (1) cpd00067[c0] + (1) cpd15269[c0] + (1) cpd15328[c0]	(1) H2O[c0] + (1) 1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate[c0] <=> (1) H+[c0] + (1) octadecenoate[c0] + (1) 1-octadec-11-enoyl-sn-glycerol 3-phosphate[c0]	fig|1185660.4.peg.1329
rxn08703_c0	S-methylmethionine homocysteine transmethylase_c0	(1) cpd00135[c0] + (1) cpd02027[c0] <=> (2) cpd00060[c0] + (1) cpd00067[c0]	(1) Homocysteine[c0] + (1) S-Methyl-L-methionine[c0] <=> (2) L-Methionine[c0] + (1) H+[c0]	fig|1185660.4.peg.1633
rxn01459_c0	4-Aminobutyraldehyde:NAD+ oxidoreductase_c0	(1) cpd00001[c0] + (1) cpd00006[c0] + (1) cpd00434[c0] => (1) cpd00005[c0] + (2) cpd00067[c0] + (1) cpd00281[c0]	(1) H2O[c0] + (1) NADP[c0] + (1) 4-Aminobutanal[c0] => (1) NADPH[c0] + (2) H+[c0] + (1) GABA[c0]	(fig|1185660.4.peg.4079 or fig|1185660.4.peg.911 or fig|1185660.4.peg.4080 or fig|1185660.4.peg.4081)
rxn05252_c0	FACOAL170(ISO)_c0	(1) cpd00002[c0] + (1) cpd00010[c0] + (1) cpd11431[c0] => (1) cpd00012[c0] + (1) cpd00018[c0] + (1) cpd11432[c0]	(1) ATP[c0] + (1) CoA[c0] + (1) fa11[c0] => (1) PPi[c0] + (1) AMP[c0] + (1) fa11coa[c0]	(fig|1185660.4.peg.1922 or fig|1185660.4.peg.3392)
rxn01671_c0	ATP:N-ribosylnicotinamide 5'-phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd02016[c0] <=> (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd00355[c0]	(1) ATP[c0] + (1) N-Ribosylnicotinamide[c0] <=> (1) ADP[c0] + (1) H+[c0] + (1) Nicotinamide ribonucleotide[c0]	fig|1185660.4.peg.2974
rxn02362_c0	R03298_c0	(1) cpd00002[c0] + (1) cpd00853[c0] <=> (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd03699[c0]	(1) ATP[c0] + (1) DPG[c0] <=> (1) ADP[c0] + (1) Phosphate[c0] + (1) H+[c0] + (1) cDPG[c0]	fig|1185660.4.peg.1764
rxn05627_c0	nitrate transport in via proton symport_c0	(1) cpd00067[e0] + (1) cpd00209[e0] <=> (1) cpd00067[c0] + (1) cpd00209[c0]	(1) H+[e0] + (1) Nitrate[e0] <=> (1) H+[c0] + (1) Nitrate[c0]	fig|1185660.4.peg.2207
rxn12642_c0	RXN0-6978.c_c0	(1) cpd00001[c0] + (1) cpd11584[c0] <=> (1) cpd00035[c0] + (1) cpd00119[c0]	(1) H2O[c0] + (1) Ala-His[c0] <=> (1) L-Alanine[c0] + (1) L-Histidine[c0]	((fig|1185660.4.peg.1672 or fig|1185660.4.peg.3572) or fig|1185660.4.peg.3472 or fig|1185660.4.peg.3347 or fig|1185660.4.peg.231 or fig|1185660.4.peg.3858 or fig|1185660.4.peg.231)
rxn10339_c0	isotetradecanoyl-cardiolipin synthase_c0	(2) cpd15724[c0] <=> (1) cpd00100[c0] + (1) cpd15796[c0]	(2) Diisotetradecanoylphosphatidylglycerol[c0] <=> (1) Glycerol[c0] + (1) Isotetradecanoylcardiolipin (B. subtilis)[c0]	(fig|1185660.4.peg.4173 or fig|1185660.4.peg.4257 or fig|1185660.4.peg.9 or fig|1185660.4.peg.3980)
rxn10010_c0	trans-2-hexenoyl-CoA  reductase (NAD+)_c0	(1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd03125[c0] => (1) cpd00003[c0] + (1) cpd03124[c0]	(1) NADH[c0] + (1) H+[c0] + (1) (2E)-Hexenoyl-CoA[c0] => (1) NAD[c0] + (1) Hexanoyl-CoA[c0]	fig|1185660.4.peg.2776
rxn00932_c0	L-Proline,2-oxoglutarate:oxygen oxidoreductase (4-hydroxylating)_c0	(1) cpd00007[c0] + (1) cpd00024[c0] + (1) cpd00129[c0] => (1) cpd00011[c0] + (1) cpd00036[c0] + (1) cpd00851[c0]	(1) O2[c0] + (1) 2-Oxoglutarate[c0] + (1) L-Proline[c0] => (1) CO2[c0] + (1) Succinate[c0] + (1) trans-4-Hydroxy-L-proline[c0]	(fig|1185660.4.peg.1584 or fig|1185660.4.peg.727)
rxn07673_c0	hydroxycinnamoyl-CoA:anthocyanidin 3,5-diglucoside 5-O-glucoside-6'''-O-hydroxycinnamoyltransferase_c0	(1) cpd00192[c0] + (1) cpd15028[c0] <=> (1) cpd00010[c0] + (1) cpd15067[c0]	(1) 4-Coumaroyl-CoA[c0] + (1) Delphin[c0] <=> (1) CoA[c0] + (1) Delphinidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside)[c0]	fig|1185660.4.peg.3717
rxn01332_c0	Phosphoenolpyruvate:D-erythrose-4-phosphate C-(1-carboxyvinyl)transferase (phosphate hydrolysing, 2-carboxy-2-oxoethyl-forming)_c0	(1) cpd00001[c0] + (1) cpd00061[c0] + (1) cpd00236[c0] => (1) cpd00009[c0] + (1) cpd02857[c0]	(1) H2O[c0] + (1) Phosphoenolpyruvate[c0] + (1) D-Erythrose4-phosphate[c0] => (1) Phosphate[c0] + (1) DAHP[c0]	(fig|1185660.4.peg.1030 and fig|1185660.4.peg.524 and Unknown)
rxn08433_c0	R08158_c0	(1) cpd00001[c0] + (1) cpd11474[c0] <=> (1) cpd00067[c0] + (1) cpd01107[c0] + (1) cpd11493[c0]	(1) H2O[c0] + (1) Decanoyl-ACP[c0] <=> (1) H+[c0] + (1) Decanoate[c0] + (1) ACP[c0]	fig|1185660.4.peg.769
rxn01530_c0	retinol:NAD+ oxidoreductase_c0	(1) cpd00003[c0] + (1) cpd00365[c0] <=> (1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd00304[c0]	(1) NAD[c0] + (1) Retinol[c0] <=> (1) NADH[c0] + (1) H+[c0] + (1) Retinal[c0]	(fig|1185660.4.peg.180 or fig|1185660.4.peg.29 or fig|1185660.4.peg.2389 or fig|1185660.4.peg.3035 or fig|1185660.4.peg.3115)
rxn01499_c0	3,4-Dihydroxy-L-phenylalanine carboxy-lyase_c0	(1) cpd00067[c0] + (1) cpd00291[c0] <=> (1) cpd00011[c0] + (1) cpd02357[c0]	(1) H+[c0] + (1) L-Dopa[c0] <=> (1) CO2[c0] + (1) Dopamine[c0]	fig|1185660.4.peg.850
rxn00320_c0	lysine racemase_c0	(1) cpd00039[c0] <=> (1) cpd00549[c0]	(1) L-Lysine[c0] <=> (1) D-Lysine[c0]	fig|1185660.4.peg.1548
rxn00785_c0	D-Fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase_c0	(1) cpd00072[c0] + (1) cpd00102[c0] <=> (1) cpd00198[c0] + (1) cpd00236[c0]	(1) D-fructose-6-phosphate[c0] + (1) Glyceraldehyde3-phosphate[c0] <=> (1) D-Xylulose5-phosphate[c0] + (1) D-Erythrose4-phosphate[c0]	fig|1185660.4.peg.3200
rxn00693_c0	5-Methyltetrahydrofolate:L-homocysteine S-methyltransferase_c0	(1) cpd00135[c0] + (1) cpd00345[c0] <=> (1) cpd00060[c0] + (1) cpd00087[c0]	(1) Homocysteine[c0] + (1) 5-Methyltetrahydrofolate[c0] <=> (1) L-Methionine[c0] + (1) Tetrahydrofolate[c0]	(fig|1185660.4.peg.1415 or fig|1185660.4.peg.1417)
rxn03909_c0	1-Deoxy-D-xylulose-5-phosphate pyruvate-lyase (carboxylating)_c0	(1) cpd00020[c0] + (1) cpd00067[c0] + (1) cpd00102[c0] => (1) cpd00011[c0] + (1) cpd08289[c0]	(1) Pyruvate[c0] + (1) H+[c0] + (1) Glyceraldehyde3-phosphate[c0] => (1) CO2[c0] + (1) 1-deoxy-D-xylulose5-phosphate[c0]	fig|1185660.4.peg.2487
rxn10806_c0	cytochrome oxidase bd (menaquinol-8: 2 protons) (periplasm)_c0	(0.5) cpd00007[c0] + (2) cpd00067[c0] + (1) cpd15499[c0] => (1) cpd00001[c0] + (2) cpd00067[e0] + (1) cpd15500[c0]	(0.5) O2[c0] + (2) H+[c0] + (1) Menaquinol 8[c0] => (1) H2O[c0] + (2) H+[e0] + (1) Menaquinone 8[c0]	(fig|1185660.4.peg.2080 or fig|1185660.4.peg.2971 or fig|1185660.4.peg.1992 or fig|1185660.4.peg.2081 or fig|1185660.4.peg.2969 or fig|1185660.4.peg.1993 or fig|1185660.4.peg.2332 or fig|1185660.4.peg.2968 or fig|1185660.4.peg.2970)
rxn01101_c0	3-Phospho-D-glycerate:NAD+ 2-oxidoreductase_c0	(1) cpd00003[c0] + (1) cpd00169[c0] <=> (1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd02069[c0]	(1) NAD[c0] + (1) 3-Phosphoglycerate[c0] <=> (1) NADH[c0] + (1) H+[c0] + (1) 3-Phosphonooxypyruvate[c0]	(fig|1185660.4.peg.1889 or fig|1185660.4.peg.17)
rxn05355_c0	Dodecanoyl-[acyl-carrier protein]: malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing and thioester-hydrolysing)_c0	(1) cpd00006[c0] + (1) cpd11468[c0] <= (1) cpd00005[c0] + (2) cpd00067[c0] + (1) cpd11469[c0]	(1) NADP[c0] + (1) Dodecanoyl-ACP[c0] <= (1) NADPH[c0] + (2) H+[c0] + (1) (2E)-Dodecenoyl-[acp][c0]	fig|1185660.4.peg.375
rxn03084_c0	5'-Phosphoribosylformylglycinamide:L-glutamine amido-ligase (ADP-forming)_c0	(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd00053[c0] + (1) cpd02678[c0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00023[c0] + (1) cpd00067[c0] + (1) cpd02826[c0]	(1) H2O[c0] + (1) ATP[c0] + (1) L-Glutamine[c0] + (1) N-Formyl-GAR[c0] => (1) ADP[c0] + (1) Phosphate[c0] + (1) L-Glutamate[c0] + (1) H+[c0] + (1) 5'-Phosphoribosylformylglycinamidine[c0]	(Unknown and (fig|1185660.4.peg.4309 or fig|1185660.4.peg.4324 or fig|1185660.4.peg.3465) and (fig|1185660.4.peg.4309 or fig|1185660.4.peg.3465 or fig|1185660.4.peg.4324))
