"rpfCGH_mean"	"Void_mean"	"theta"	"prob"	"log2FC"
"fig|1185660.4.peg.1199"	6.5	22	-0.742923088572669	0.980946501911881	-1.75899190049621
"fig|1185660.4.peg.1288"	76	148	-0.741929746047896	0.980887877142037	-0.961525852185364
"fig|1185660.4.peg.2290"	143	329.5	-0.741179551535403	0.980843917958719	-1.20426331822966
"fig|1185660.4.peg.1448"	46	111.5	-0.740440386815147	0.980800746862551	-1.27733794386329
"fig|1185660.4.peg.3976"	51	112	-0.740414438539305	0.980799233895402	-1.13492958008611
"fig|1185660.4.peg.1666"	48.5	155.5	-0.73878180445269	0.980704154277916	-1.68085792794347
"fig|1185660.4.peg.1670"	48.5	155.5	-0.73878180445269	0.980704154277916	-1.68085792794347
"fig|1185660.4.peg.2169"	85	189.5	-0.73855787508037	0.980691150021096	-1.15666310203339
"fig|1185660.4.peg.413"	171	295	-0.738387881411591	0.980681286530562	-0.786718629363306
"fig|1185660.4.peg.3639"	56	120.5	-0.73775702966115	0.980644747223228	-1.10553441417236
"fig|1185660.4.peg.2515"	1714.5	2482.5	-0.737216896804488	0.980613542807203	-0.534005813480102
"xanmn_chr03_0893"	52.5	108.5	-0.73586350381251	0.98053534075127	-1.04730571477836
"fig|1185660.4.peg.55"	40.5	105.5	-0.734589434448122	0.980462107505139	-1.38124918582256
"fig|1185660.4.peg.2421"	51.5	119	-0.734455150522312	0.980454412736343	-1.20831723612472
"fig|1185660.4.peg.2714"	12	30.5	-0.734253425834229	0.980442883543558	-1.34577483684173
"fig|1185660.4.peg.2716"	12	30.5	-0.734253425834229	0.980442883543558	-1.34577483684173
"fig|1185660.4.peg.2705"	366.5	536	-0.732907876928439	0.980367104385513	-0.54841980232396
"fig|1185660.4.peg.3775"	177	321.5	-0.732747604211795	0.980358107951918	-0.86106937724495
"virB2"	250.5	418	-0.731436773210577	0.980284898880704	-0.738692338885674
"fig|1185660.4.peg.319"	0.75	3.5	-0.728963748800091	0.980153264114469	-2.22239242133645
"fig|1185660.4.peg.584"	16.5	58	-0.728114115433314	0.980111148565585	-1.81358687576912
"fig|1185660.4.peg.211"	10	26.5	-0.728020727691037	0.980106660063702	-1.40599235967584
"fig|1185660.4.peg.1343"	50.5	116	-0.727675243212313	0.980090071027054	-1.19976951237578
"xanmn_chr15_0350"	11	28.5	-0.726539926810921	0.980035733734379	-1.37345839552744
"fig|1185660.4.peg.571"	4	14	-0.725562494532827	0.979991394779053	-1.8073549220576
"fig|1185660.4.peg.3559"	5.5	17	-0.725165438097616	0.979974990530455	-1.62803122261304
"fig|1185660.4.peg.732"	1.5	6.5	-0.724851101881842	0.979962024109044	-2.11547721741994
"fig|1185660.4.peg.4577"	447.5	751.5	-0.724055216034035	0.979929273516707	-0.747885421764746
"xanmn_chr06_0301"	10.5	46	-0.723694280120663	0.979914458655943	-2.13124453327825
"fig|1185660.4.peg.3860"	47	127.5	-0.723354965753373	0.979900552594142	-1.43976458518122
"fig|1185660.4.peg.4275"	99	183	-0.723108815066755	0.979890705962291	-0.886343218204433
"fig|1185660.4.peg.2115"	13	38.5	-0.722337836777457	0.979865883865399	-1.56634682255381
"fig|1185660.4.peg.2869"	13	32.5	-0.692307537255035	0.979862508365492	-1.32192809488736
"fig|1185660.4.peg.4040"	9	30.5	-0.691694078845127	0.979862212621496	-1.76081233612057
"fig|1185660.4.peg.780"	142	304	-0.691660622132356	0.979862196514801	-1.0981803939389
"fig|1185660.4.peg.460"	2155.5	3662	-0.691469424476378	0.979862104513304	-0.764609228618845
"fig|1185660.4.peg.1639"	24	78	-0.68947911560287	0.979860719002619	-1.70043971814109
"xanmn_chr02_0196"	250.5	404.5	-0.689443850948044	0.979860631329095	-0.691329099234769
"xanmn_chr06_0231"	13.5	30.5	-0.688689865968602	0.979858759993923	-1.17584983539942
"fig|1185660.4.peg.1093"	263.5	520.5	-0.685349429487254	0.979848908554212	-0.982095201662203
"xanmn_chr06_0042"	6263	10361	-0.696081768802292	0.979848607994898	-0.726237468526793
"fig|1185660.4.peg.804"	79	148.5	-0.685010050491429	0.979847725850119	-0.910538372623663
"fig|1185660.4.peg.3968"	1	4	-0.684907634031267	0.979847369277099	-2
"fig|1185660.4.peg.995"	1591.5	2307.5	-0.696370538548134	0.979846673881927	-0.535943490897215
"fig|1185660.4.peg.4477"	335	628	-0.684649265057624	0.979846470436877	-0.906603463546492
"xanmn_chr03_0913"	1.75	9.5	-0.683852093081768	0.979843615868005	-2.44057259138598
"fig|1185660.4.peg.1949"	1.5	7.5	-0.683834175607573	0.9798435479462	-2.32192809488736
"fig|1185660.4.peg.715"	143.5	281	-0.721593405037413	0.979841996010234	-0.969519393545238
"fig|1185660.4.peg.2755"	50	116	-0.68239761175346	0.9798381191965	-1.21412480535285
"fig|1185660.4.peg.2000"	39.5	94.5	-0.697644395073746	0.979838112952354	-1.25846167604397
"fig|1185660.4.peg.461"	2078	3354	-0.68234081659633	0.979837905256269	-0.690687034660134
"fig|1185660.4.peg.212"	103	198.5	-0.681673266211589	0.979835394580026	-0.946494669959739
"fig|1185660.4.peg.3107"	16	42	-0.698176700783151	0.979834109734401	-1.39231742277876
"fig|1185660.4.peg.1534"	13.5	36.5	-0.681239911210118	0.979833716018667	-1.43493705671655
"fig|1185660.4.peg.4251"	33.5	79.5	-0.698560893066889	0.979830217282542	-1.24679376482658
"fig|1185660.4.peg.4418"	140.5	244	-0.698783979360692	0.979827954105997	-0.79631101734196
"xanmn_chr15_0149"	9	24	-0.67985210174934	0.979827755551891	-1.41503749927884
"fig|1185660.4.peg.433"	16	36.5	-0.67979050658528	0.97982749183003	-1.18982455888002
"xanmn_chr15_0370"	0.5	2	-0.679505201060337	0.979826271191852	-2
"fig|1185660.4.peg.879"	38.5	89	-0.679342389484097	0.979825575294424	-1.2089468902715
"fig|1185660.4.peg.324"	25	65.5	-0.679275231627496	0.979825288386231	-1.38956681176273
"fig|1185660.4.peg.1573"	9	27	-0.699613088739765	0.979819523711527	-1.58496250072116
"fig|1185660.4.peg.1619"	11	30.5	-0.677205163026402	0.979813313554029	-1.47130571892559
"fig|1185660.4.peg.3706"	4.5	19	-0.700247786229261	0.979813049570726	-2.07800251200127
"fig|1185660.4.peg.3633"	19	52.5	-0.676543621831436	0.979808959894289	-1.46631800422254
"fig|1185660.4.peg.1596"	104.5	216	-0.676353138534101	0.979807708588103	-1.04752837008259
"fig|1185660.4.peg.2185"	13.5	30.5	-0.720507936050242	0.979807303995969	-1.17584983539942
"fig|1185660.4.peg.2232"	1359	2020.5	-0.676213403888507	0.979806791302614	-0.572166895416068
"fig|1185660.4.peg.16"	165	258.5	-0.676093705764174	0.979806005981569	-0.647698256069119
"fig|1185660.4.peg.3974"	20.5	54.5	-0.676003373232637	0.979805413589292	-1.41063232015884
"fig|1185660.4.peg.4332"	272	437.5	-0.675883774038498	0.979804629620241	-0.685676365469352
"fig|1185660.4.peg.1003"	2725	4236.5	-0.675675405250771	0.979802814219298	-0.636616639174243
"xanmn_chr03_0941"	0.75	3	-0.701522655340229	0.979798557355576	-2
"fig|1185660.4.peg.1571"	20.5	52.5	-0.702145148657346	0.979790841424259	-1.35669351304804
"xanmn_chr15_0089"	5	19	-0.719837987964662	0.979790807654523	-1.92599941855622
"fig|1185660.4.peg.2916"	17.5	50.5	-0.70231637676175	0.97978871535756	-1.52892846580683
"fig|1185660.4.peg.1851"	80.5	154	-0.70237123165349	0.9797880339131	-0.935869662580284
"fig|1185660.4.peg.403"	4	11.5	-0.702503542524719	0.979786389589667	-1.52356195605701
"fig|1185660.4.peg.1453"	24.5	53.5	-0.674209796263573	0.979785503375463	-1.12675714228594
"fig|1185660.4.peg.4074"	72.5	154.5	-0.702673801733595	0.979784272262794	-1.09155393788944
"fig|1185660.4.peg.1858"	19.5	48	-0.702676474910638	0.979784239006927	-1.29956028185891
"fig|1185660.4.peg.2255"	88	165	-0.673780426482929	0.979780452426721	-0.906890595608519
"fig|1185660.4.peg.206"	11	28	-0.673656238829732	0.979778993252833	-1.34792330342031
"fig|1185660.4.peg.1205"	2.5	12	-0.673594382997241	0.979778266750503	-2.26303440583379
"xanmn_chr05_0016"	6.5	16.5	-0.703159394980199	0.979778224853243	-1.34395440121736
"fig|1185660.4.peg.1484"	1368	2185	-0.703454925408718	0.979774538159325	-0.675565049502063
"fig|1185660.4.peg.1217"	11.5	24.5	-0.703687042399373	0.979771645471772	-1.0911478880582
"fig|1185660.4.peg.4327"	118	214	-0.718973018897168	0.97977152694083	-0.858823937039306
"fig|1185660.4.peg.2101"	12	32	-0.718809868785603	0.979767898399227	-1.41503749927884
"fig|1185660.4.peg.1007"	6940	11644.5	-0.704627642581474	0.979759968031408	-0.746641125474847
"fig|1185660.4.peg.2457"	8	22	-0.672239037840047	0.979755841114003	-1.4594316186373
"fig|1185660.4.peg.230"	65	116.5	-0.672078427475876	0.979752536039961	-0.841818331625826
"fig|1185660.4.peg.1739"	2.5	8	-0.705338296051019	0.979751113633593	-1.67807190511264
"fig|1185660.4.peg.1943"	2.5	8	-0.705338296051019	0.979751113633593	-1.67807190511264
"xanmn_chr11_0248"	24.5	51	-0.705660983289624	0.979747084055212	-1.05771549785629
"fig|1185660.4.peg.204"	8.5	31.5	-0.717733121489892	0.979744015787781	-1.88981708224958
"fig|1185660.4.peg.957"	5	14.5	-0.706095563016508	0.979741648249723	-1.53605290024021
"fig|1185660.4.peg.1731"	3.5	10.5	-0.706785904955415	0.979734012633838	-1.58496250072116
"fig|1185660.4.peg.2200"	89.5	181	-0.671077443583494	0.979731988504406	-1.01603010981895
"xanmn_chr03_0307"	2	8.5	-0.707027647341483	0.979731640728637	-2.08746284125034
"fig|1185660.4.peg.2404"	1865	2894.5	-0.671035682128596	0.979731133155131	-0.634138526086279
"fig|1185660.4.peg.318"	10	32.5	-0.670913866496612	0.979728639021442	-1.70043971814109
"fig|1185660.4.peg.437"	143	284	-0.716561875977206	0.979727505067175	-0.989875782726293
"fig|1185660.4.peg.2502"	21.5	64	-0.708173035968503	0.979720368535239	-1.5737352452979
"fig|1185660.4.peg.4280"	575.5	947.5	-0.708392986883616	0.979718197472207	-0.719310014926224
"fig|1185660.4.peg.2277"	117.5	208	-0.715821277063896	0.979718119738881	-0.823922771576093
"xanmn_chr13_0062"	70	152	-0.715642702256732	0.979715861271685	-1.11864449649862
"fig|1185660.4.peg.1575"	8.5	24	-0.715612143892305	0.979715474971169	-1.49749965947082
"fig|1185660.4.peg.3771"	29.5	85	-0.715580797796811	0.979715078766202	-1.52674788677586
"fig|1185660.4.peg.1903"	53	132.5	-0.715480721049275	0.979713814189998	-1.32192809488736
"fig|1185660.4.peg.498"	1.5	6	-0.709620865231445	0.979708310365737	-2
"fig|1185660.4.peg.1255"	6.5	24.5	-0.715018103556805	0.979707975700502	-1.91427012597412
"fig|1185660.4.peg.434"	11	30	-0.71062946183487	0.979703753010147	-1.44745897697122
"fig|1185660.4.peg.3181"	94	180	-0.714173522001077	0.979703322094232	-0.937264244652037
"fig|1185660.4.peg.3252"	12.5	27	-0.71354561672003	0.97970166715974	-1.11103131238874
"fig|1185660.4.peg.351"	25	54.5	-0.66947406403579	0.979688428280756	-1.1243281350022
"fig|1185660.4.peg.731"	1.5	5	-0.669180283337028	0.979678001667634	-1.73696559416621
"fig|1185660.4.peg.735"	1.5	5	-0.669180283337028	0.979678001667634	-1.73696559416621
"xanmn_chr01_0090"	34	79	-0.668829945776577	0.979665584820313	-1.21631790692676
"fig|1185660.4.peg.3579"	68.5	117.5	-0.668264509957735	0.979645583333642	-0.778484863604473
"xanmn_chr03_0299"	6	22.5	-0.667212033348268	0.979605136358739	-1.90689059560852
"fig|1185660.4.peg.3971"	1.5	7	-0.666955463847942	0.979591558331269	-2.22239242133645
"fig|1185660.4.peg.5"	3198	4526	-0.666424492585226	0.979563505558908	-0.50106664578656
"fig|1185660.4.peg.2499"	22	58.5	-0.66635297022648	0.979559731656161	-1.41093310094611
"fig|1185660.4.peg.1015"	1406.5	2314.5	-0.665858441919449	0.979533669020744	-0.718591009977191
"fig|1185660.4.peg.3376"	781.5	954	-0.664078992105722	0.979428362381864	-0.287743393005847
"xanmn_chr13_0308"	1	3.5	-0.663667589408391	0.979397682587464	-1.8073549220576
"fig|1185660.4.peg.3709"	2	4	-0.663289310444541	0.979369520132241	-1
"fig|1185660.4.peg.987"	1238.5	1893.5	-0.66274269002244	0.979328904466971	-0.612461552638056
"xanmn_chr03_0173"	36.5	71	-0.661894784011888	0.979266087843949	-0.959922560624665
"xanmn_chr15_0144"	54	113	-0.661806430501167	0.9792590627928	-1.06529146025172
"fig|1185660.4.peg.1192"	4	12.5	-0.660876346064865	0.979167788599194	-1.64385618977472
"xanmn_chr03_0960"	35.5	75	-0.660609006031681	0.979141619464474	-1.0790715709912
"xanmn_chr06_0468"	1	2	-0.659607740187854	0.979043870655245	-1
"xanmn_chr06_0490"	1	2	-0.659607740187854	0.979043870655245	-1
"xanmn_chr15_0369"	1	2	-0.659607740187854	0.979043870655245	-1
"fig|1185660.4.peg.4502"	7	17	-0.658069877069115	0.978873103553645	-1.28010791919274
"fig|1185660.4.peg.3265"	395.5	584	-0.657583957656917	0.978815415108447	-0.562290674407225
"fig|1185660.4.peg.2495"	43.5	95.5	-0.657268027878508	0.978777971223677	-1.13448533218702
"fig|1185660.4.peg.3728"	219.5	388.5	-0.656512934209453	0.978688679394702	-0.823693658872352
"fig|1185660.4.peg.1348"	24	55.5	-0.655601678052874	0.978567008677999	-1.20945336562895
"fig|1185660.4.peg.2104"	24	55.5	-0.655601678052874	0.978567008677999	-1.20945336562895
"fig|1185660.4.peg.2526"	6.5	19	-0.654891490502086	0.978468072378728	-1.54748779530249
"fig|1185660.4.peg.3420"	209.5	319.5	-0.653612124733118	0.978290587500934	-0.608865687247643
"fig|1185660.4.peg.4086"	3	10.5	-0.653411993102849	0.978262105899602	-1.8073549220576
"fig|1185660.4.peg.594"	3	10.5	-0.653411993102849	0.978262105899602	-1.8073549220576
"xanmn_chr13_0022"	5.5	15	-0.653205244220208	0.97823048166414	-1.44745897697122
"fig|1185660.4.peg.4504"	5	12.5	-0.652982825857137	0.978196491329181	-1.32192809488736
"fig|1185660.4.peg.1333"	27.5	60	-0.652650864330592	0.97814581952144	-1.12553088208386
"xanmn_chr13_0252"	14.5	43.5	-0.652054571490283	0.978054976524097	-1.58496250072116
"fig|1185660.4.peg.1077"	564.5	778	-0.651695040038541	0.978000313022675	-0.462796574213191
"fig|1185660.4.peg.1939"	3	6.5	-0.651525717141135	0.977974597547826	-1.11547721741994
"fig|1185660.4.peg.2471"	1.75	11	-0.651303607565038	0.977940892897545	-2.65207669657969
"fig|1185660.4.peg.4101"	124	215	-0.651116440819555	0.977912515091758	-0.793996539202585
"fig|1185660.4.peg.3397"	7.5	25	-0.651045689977838	0.977901793799973	-1.73696559416621
"fig|1185660.4.peg.736"	5	13.5	-0.650737777033009	0.977855170911824	-1.43295940727611
"fig|1185660.4.peg.3957"	4.5	16	-0.649505798186911	0.977658628009513	-1.83007499855769
"fig|1185660.4.peg.954"	54	108.5	-0.649297158654867	0.977625354233292	-1.00666373028101
"fig|1185660.4.peg.1385"	154	244	-0.648811327291301	0.977547986486817	-0.663950796867985
"fig|1185660.4.peg.1332"	134	264	-0.646551565698867	0.977187785327775	-0.978304928900681
"fig|1185660.4.peg.2441"	3	9	-0.646259875473406	0.977141326301394	-1.58496250072116
"fig|1185660.4.peg.3740"	8	23	-0.646258404812904	0.977141092204948	-1.52356195605701
"xanmn_chr01_0097"	1	3	-0.644772698577959	0.976907009119347	-1.58496250072116
"xanmn_chr15_0329"	1	3	-0.644772698577959	0.976907009119347	-1.58496250072116
"fig|1185660.4.peg.3301"	32	77	-0.644710482264135	0.976897480739563	-1.2667865406949
"fig|1185660.4.peg.3182"	298	536	-0.644534813055243	0.976870590490881	-0.846920669995611
"fig|1185660.4.peg.4095"	2	5.5	-0.644127043646599	0.976808247839337	-1.4594316186373
"xanmn_chr15_5006"	342.25	1229.75	-0.643771585161656	0.976753989252528	-1.84524260846543
"fig|1185660.4.peg.1477"	110	174.5	-0.643432550196698	0.976702312433962	-0.665723512684993
"fig|1185660.4.peg.3537"	10.5	30	-0.643126934807322	0.976655792008286	-1.51457317282976
"fig|1185660.4.peg.962"	15.5	45.5	-0.643115141511385	0.976653998031588	-1.55359832981182
"fig|1185660.4.peg.4541"	531.5	881.5	-0.643079882287446	0.976648634981647	-0.729890877789077
"fig|1185660.4.peg.3937"	52.5	105.5	-0.641460329326623	0.976412739700794	-1.00685367104106
"fig|1185660.4.peg.2395"	381.5	563	-0.641401693838157	0.976404536609477	-0.561451865245699
"fig|1185660.4.peg.2429"	4	11.5	-0.641293512544408	0.976389407321569	-1.52356195605701
"fig|1185660.4.peg.497"	0.5	2.75	-0.641152197716645	0.976369654518568	-2.4594316186373
"fig|1185660.4.peg.1944"	2	5	-0.639962379553509	0.97620380237905	-1.32192809488736
"fig|1185660.4.peg.3255"	2	5	-0.639962379553509	0.97620380237905	-1.32192809488736
"xanmn_chr02_0291"	2	5	-0.639962379553509	0.97620380237905	-1.32192809488736
"fig|1185660.4.peg.4286"	474	752	-0.639253185519113	0.976109617785435	-0.665845602779378
"fig|1185660.4.peg.3564"	14	40	-0.63832876539357	0.975995838078466	-1.51457317282976
"fig|1185660.4.peg.632"	7	16	-0.636821704004768	0.975811277740234	-1.1926450779424
"fig|1185660.4.peg.4039"	10.5	25	-0.635640881055039	0.975685069032716	-1.25153876699596
"xanmn_chr06_0472"	1	2.5	-0.63450049714026	0.975564930743609	-1.32192809488736
"xanmn_chr15_0335"	1	2.5	-0.63450049714026	0.975564930743609	-1.32192809488736
"xanmn_chr15_0366"	1	2.5	-0.63450049714026	0.975564930743609	-1.32192809488736
"fig|1185660.4.peg.567"	10.5	23	-0.632605913132226	0.975390305569613	-1.13124453327825
"fig|1185660.4.peg.2181"	3.5	8	-0.632300110134825	0.975363778284885	-1.1926450779424
"fig|1185660.4.peg.3943"	3.5	12	-0.63185962948699	0.975325626913989	-1.77760757866355
"fig|1185660.4.peg.4493"	9	23.5	-0.631577884196762	0.975301260357897	-1.38466385023533
"fig|1185660.4.peg.4192"	92.5	167.5	-0.630683024174179	0.975230433492484	-0.856635824828823
"xanmn_chr05_0001"	175	291	-0.630066602237906	0.975185433042036	-0.733664231075955
"xanmn_chr15_0195"	26.5	61	-0.629968030288848	0.975178247609179	-1.20281688299969
"fig|1185660.4.peg.3966"	2.5	8	-0.629823953133086	0.975167750300539	-1.67807190511264
"fig|1185660.4.peg.4200"	6	17	-0.629636724193664	0.975154118288603	-1.50250034052918
"xanmn_chr15_0034"	67.5	150	-0.62941782547852	0.975138193720874	-1.15200309344505
"xanmn_chr14_0094"	37	71.5	-0.628436421729167	0.975066973723094	-0.95041797114944
"xanmn_chr11_0089"	55.5	111.5	-0.627556737829185	0.975011301048073	-1.0064840335702
"fig|1185660.4.peg.4094"	4.5	17.5	-0.627380250316304	0.975000253374715	-1.95935801550265
"fig|1185660.4.peg.885"	128	213	-0.627313385144515	0.97499606987363	-0.734709620225838
"fig|1185660.4.peg.412"	122.5	210.5	-0.62669346251192	0.974957338248435	-0.781038484063825
"fig|1185660.4.peg.4489"	4.5	11	-0.62631914624467	0.97493399927211	-1.28950661719498
"xanmn_pla01_0020"	149	244.5	-0.625522871645778	0.974884823959641	-0.714522134490072
"xanmn_chr03_0507"	3.5	9.5	-0.624800000369274	0.974843367695537	-1.44057259138598
"fig|1185660.4.peg.2825"	3080.5	4382	-0.62373400393186	0.97478245680191	-0.508424948675541
"fig|1185660.4.peg.2288"	55.5	135	-0.621461882727052	0.974652750556524	-1.28239973070072
"fig|1185660.4.peg.1667"	37.5	84.5	-0.621460194465214	0.97465265424186	-1.1720607457863
"fig|1185660.4.peg.3856"	18	41.5	-0.621123329637047	0.974633449497954	-1.20511442990461
"fig|1185660.4.peg.3362"	22.5	47.5	-0.621036184872499	0.974628485646706	-1.07800251200127
"fig|1185660.4.peg.773"	116.5	226.5	-0.620752800168334	0.974612355956547	-0.959181095391955
"fig|1185660.4.peg.118"	279.5	437	-0.619675842162976	0.974549458012425	-0.644784996657408
"fig|1185660.4.peg.966"	98.5	162	-0.618028680269768	0.974448175916292	-0.717798183428248
"fig|1185660.4.peg.2369"	66.5	134	-0.617418194570045	0.974410809735583	-1.01080675495658
"fig|1185660.4.peg.1938"	8	24.5	-0.61687552323349	0.974374694808541	-1.61470984411521
"fig|1185660.4.peg.3200"	310	449.5	-0.615865870691686	0.974304978028595	-0.53605290024021
"fig|1185660.4.peg.190"	12	26.5	-0.61477603267026	0.974230044084652	-1.14295795384204
"fig|1185660.4.peg.1552"	1089	1427	-0.614053062144679	0.974176912580803	-0.389981380758857
"fig|1185660.4.peg.4245"	75	151.5	-0.613893864642567	0.974164588738044	-1.01435529297707
"xanmn_chr08_0094"	2.5	6	-0.613813897661581	0.974158401308355	-1.26303440583379
"xanmn_chr03_0217"	8.5	22.5	-0.610321085432977	0.973876659894189	-1.40439025507934
"fig|1185660.4.peg.826"	192	282	-0.609381834048563	0.973795809508252	-0.554588851677637
"xanmn_chr13_0295"	1.5	5.5	-0.609341940467151	0.973792382249706	-1.87446911791614
"fig|1185660.4.peg.1031"	29.5	70	-0.60809705176945	0.97368042842032	-1.24663996758313
"fig|1185660.4.peg.4227"	18.5	42	-0.605375691960115	0.973427946480472	-1.18286405714981
"fig|1185660.4.peg.203"	1176.5	1380	-0.604169342414782	0.973313340774026	-0.230166946441234
"fig|1185660.4.peg.4549"	99	160.5	-0.603915842616426	0.973289328098321	-0.697072867042694
"fig|1185660.4.peg.728"	2.5	7	-0.603243486411861	0.97322576653225	-1.48542682717024
"motB"	19.5	57.5	-0.602514834809899	0.973157176472447	-1.56008783208213
"xanmn_chr11_0042"	37	78.5	-0.60221690860341	0.973129189351741	-1.08516738326268
"fig|1185660.4.peg.2191"	14.5	30	-0.601175556506274	0.973031626206441	-1.04890960048095
"fig|1185660.4.peg.4007"	4	11.5	-0.600869338110519	0.973003013978865	-1.52356195605701
"fig|1185660.4.peg.3819"	15	27	-0.600402206110309	0.972959893371339	-0.84799690655495
"fig|1185660.4.peg.766"	62.5	146	-0.599327360607098	0.972864182039395	-1.22404027421793
"xanmn_chr03_0203"	74	131	-0.59931711323933	0.972863271518354	-0.8239696359085
"fig|1185660.4.peg.2693"	657	873	-0.598908681981123	0.972827010949757	-0.41008828330711
"xanmn_chr06_0092"	54.5	110	-0.598547183906907	0.972794966256073	-1.01317538874773
"fig|1185660.4.peg.1023"	2281.5	3569	-0.597452086580742	0.972700392286974	-0.64553724760337
"fig|1185660.4.peg.2923"	51	102	-0.597286455768803	0.972687104751782	-1
"fig|1185660.4.peg.893"	133.5	216	-0.597257141148467	0.97268475393258	-0.694191570475915
"fig|1185660.4.peg.2508"	132.5	248.5	-0.596027146079121	0.972586363610848	-0.907253492111724
"fig|1185660.4.peg.1026"	120.5	213	-0.595971140885678	0.972581895042098	-0.821820283995877
"uvrB_"	41.5	91.5	-0.595754290602011	0.972564602246746	-1.14066040693712
"xanmn_chr11_0151"	49.5	92.5	-0.595453434200636	0.972540634960452	-0.902024840436703
"xanmn_chr11_0144"	14	27	-0.595008054062676	0.972505206802395	-0.947532580105864
"fig|1185660.4.peg.4005"	7.5	22	-0.594443042588085	0.972465446052228	-1.55254102302878
"fig|1185660.4.peg.2643"	73	130	-0.593150526575868	0.972376296453272	-0.832543254148437
"fig|1185660.4.peg.3953"	3.5	8	-0.591955426478707	0.972296414741321	-1.1926450779424
"xanmn_chr04_0008"	5	11.5	-0.5918513846746	0.972290394124168	-1.20163386116965
"xanmn_chr15_0039"	153.5	257.5	-0.591725948343013	0.972283138753962	-0.746333776700401
"xanmn_chr05_0101"	114	201.5	-0.591470942305475	0.972268400013487	-0.821746014363226
"fig|1185660.4.peg.1443"	123.5	238.5	-0.591197286543433	0.97225259986293	-0.949478224420834
"xanmn_chr14_0122"	119.5	183	-0.590010995660166	0.972184303460983	-0.614833030303294
"xanmn_chr11_0078"	31.5	70	-0.589856495174041	0.972175432125777	-1.15200309344505
"xanmn_chr11_0019"	15	33	-0.588120325908779	0.972090515815397	-1.13750352374993
"fig|1185660.4.peg.512"	966	1331	-0.587676572967829	0.972070332544058	-0.462415477076119
"fig|1185660.4.peg.3967"	1.5	5	-0.586529017074762	0.972018748003168	-1.73696559416621
"fig|1185660.4.peg.740"	1.5	5	-0.586529017074762	0.972018748003168	-1.73696559416621
"xanmn_chr06_0503"	1.5	5	-0.586529017074762	0.972018748003168	-1.73696559416621
"fig|1185660.4.peg.3863"	10.5	28.5	-0.586313313079014	0.972010739229538	-1.44057259138598
"fig|1185660.4.peg.2042"	147.5	229	-0.582304319449142	0.971871601752041	-0.63463264384774
"xanmn_unk07_0019"	90	189.5	-0.5804794827008	0.971816449371775	-1.07420094184142
"fig|1185660.4.peg.1157"	15	36.5	-0.579299518429794	0.971782531758394	-1.2829339632715
"fig|1185660.4.peg.1471"	19.5	42.5	-0.579176172789687	0.971778995217253	-1.12398871727545
"fig|1185660.4.peg.886"	70	131.5	-0.579031046486938	0.971774836356006	-0.909635972347336
"fig|1185660.4.peg.1495"	18	39	-0.577347970212623	0.971725231179889	-1.11547721741994
"fig|1185660.4.peg.3849"	9	29.5	-0.57732710841502	0.971724600718508	-1.71271804791953
"fig|1185660.4.peg.1748"	98.5	167	-0.577231233272107	0.971721703945822	-0.761652473017676
"fig|1185660.4.peg.1479"	93	164	-0.576902984293275	0.971711794382731	-0.818393193510052
"fig|1185660.4.peg.3982"	5	11	-0.576871141895999	0.971710833758389	-1.13750352374993
"fig|1185660.4.peg.1076"	345	465.5	-0.576436976151905	0.971697747630119	-0.432184805893262
"xanmn_chr02_0273"	10.5	26	-0.576376635115346	0.971695930641429	-1.30812229536233
"fig|1185660.4.peg.2503"	37	79.5	-0.575705666853995	0.9716757550327	-1.10342958965541
"fig|1185660.4.peg.2583"	107	186.5	-0.574955042962532	0.971650633306532	-0.801564833854091
"fig|1185660.4.peg.1506"	79.5	160.5	-0.574885106793933	0.971648160901448	-1.01354653183795
"fig|1185660.4.peg.368"	5.5	13.5	-0.574618366663554	0.971638737161791	-1.29545588352617
"fig|1185660.4.peg.1788"	11	27.5	-0.574088164325043	0.971620034330053	-1.32192809488736
"xanmn_chr15_0117"	3.5	10	-0.573970976538899	0.971615905712394	-1.51457317282976
"fig|1185660.4.peg.3713"	8	21	-0.573829311999936	0.971610917254259	-1.39231742277876
"fig|1185660.4.peg.3076"	3.5	10	-0.572197128454359	0.97155021293994	-1.51457317282976
"fig|1185660.4.peg.4001"	21	38	-0.570765015396283	0.971489467793687	-0.855610090664825
"xanmn_chr03_0305"	22	45.5	-0.570465205603214	0.971476793259334	-1.0483630215614
"fig|1185660.4.peg.436"	11.5	24.5	-0.570457985430677	0.971476488204846	-1.0911478880582
"fig|1185660.4.peg.968"	32	61.5	-0.569520795733396	0.971434076845544	-0.94251450533924
"fig|1185660.4.peg.1187"	5.5	21	-0.569469111403403	0.971431466541741	-1.93288580414146
"fig|1185660.4.peg.2470"	5.5	21	-0.568733667593553	0.97139437925108	-1.93288580414146
"fig|1185660.4.peg.3955"	2	6.5	-0.568558504043359	0.971385561456746	-1.70043971814109
"fig|1185660.4.peg.2824"	1428.5	2047	-0.567899520767216	0.971352441029714	-0.519010066087039
"xanmn_chr05_0146"	24.5	58.5	-0.567187151203663	0.971316731364817	-1.2556548754682
"fig|1185660.4.peg.354"	4	9.5	-0.566290613003046	0.97126450777825	-1.24792751344359
"xanmn_chr03_0316"	19	45	-0.565010613177862	0.9711887764172	-1.24392558288609
"fig|1185660.4.peg.730"	2	7.5	-0.564856916602681	0.971179707815808	-1.90689059560852
