#A_id	B_id	A_length	B_length	A_qcovhsp	B_qcovhsp	length	pident	bitscore
fig|1185660.4.peg.3506	lcl|xanmn_chr13_0123-xanmn_chr13_0123	411	438	100	94	411	100.000	742
fig|1185660.4.peg.3507	lcl|xanmn_chr13_0124-xanmn_chr13_0124	897	897	100	100	897	100.000	1618
fig|1185660.4.peg.3508	lcl|xanmn_chr13_0125-xanmn_chr13_0125	570	570	100	100	570	100.000	1029
fig|1185660.4.peg.3509	lcl|xanmn_chr13_0126-xanmn_chr13_0126	996	996	100	100	996	100.000	1797
fig|1185660.4.peg.3511	lcl|xanmn_chr13_0127-xanmn_chr13_0127	696	696	100	100	696	100.000	1256
fig|1185660.4.peg.3512	lcl|xanmn_chr13_0128-xanmn_chr13_0128	2070	2106	100	98	2070	100.000	3734
fig|1185660.4.peg.3514	lcl|xanmn_chr13_0130-xanmn_chr13_0130	984	984	100	100	984	100.000	1775
fig|1185660.4.peg.3515	lcl|xanmn_chr13_0132-xanmn_chr13_0132	600	600	100	100	600	100.000	1083
fig|1185660.4.peg.3516	lcl|xanmn_chr13_0133-xanmn_chr13_0133	1596	1596	100	100	1596	100.000	2879
fig|1185660.4.peg.3517	lcl|xanmn_chr13_0134-xanmn_chr13_0134	510	372	73	100	372	100.000	672
fig|1185660.4.peg.3518	lcl|algR1-xanmn_chr13_0135	264	366	100	72	264	100.000	477
fig|1185660.4.peg.3519	lcl|xanmn_chr13_0137-xanmn_chr13_0137	1305	1305	100	100	1305	100.000	2354
fig|1185660.4.peg.3520	lcl|xanmn_chr13_0138-xanmn_chr13_0138	1215	837	69	100	838	99.881	1503
fig|1185660.4.peg.3521	lcl|xanmn_chr13_0141-xanmn_chr13_0141	195	195	100	100	195	100.000	352
fig|1185660.4.peg.3522	lcl|xanmn_chr13_0142-xanmn_chr13_0142	507	507	100	100	507	100.000	915
fig|1185660.4.peg.3523	lcl|xanmn_chr13_0143-xanmn_chr13_0143	900	900	100	100	900	100.000	1624
fig|1185660.4.peg.3524	lcl|xanmn_chr13_0144-xanmn_chr13_0144	339	339	100	100	339	100.000	612
fig|1185660.4.peg.3525	lcl|xanmn_chr13_0145-xanmn_chr13_0145	573	573	100	100	573	100.000	1034
fig|1185660.4.peg.3527	lcl|cheR-xanmn_chr13_0147	3543	3543	100	100	3543	100.000	6390
fig|1185660.4.peg.3529	lcl|xanmn_chr13_0148-xanmn_chr13_0148	381	381	100	100	381	100.000	688
fig|1185660.4.peg.3531	lcl|xanmn_chr13_0149-xanmn_chr13_0149	1362	1314	96	100	1314	100.000	2370
fig|1185660.4.peg.3532	lcl|xanmn_chr13_0151-xanmn_chr13_0151	351	309	87	100	309	99.353	545
fig|1185660.4.peg.3534	lcl|xanmn_chr13_0153-xanmn_chr13_0153	1410	1410	100	100	1410	100.000	2544
fig|1185660.4.peg.3535	lcl|xanmn_chr13_0154-xanmn_chr13_0154	1023	1023	100	100	1023	100.000	1846
fig|1185660.4.peg.3536	lcl|xanmn_chr13_0155-xanmn_chr13_0155	186	186	100	100	186	100.000	336
fig|1185660.4.peg.3537	lcl|xanmn_chr13_0156-xanmn_chr13_0156	642	642	100	100	642	100.000	1159
fig|1185660.4.peg.3538	lcl|xanmn_chr13_0157-xanmn_chr13_0157	867	867	100	100	867	100.000	1564
fig|1185660.4.peg.3539	lcl|xanmn_chr13_0158-xanmn_chr13_0158	336	336	100	100	336	100.000	607
fig|1185660.4.peg.3542	lcl|xanmn_chr13_0159-xanmn_chr13_0159	183	222	100	82	183	100.000	331
fig|1185660.4.peg.3543	lcl|xanmn_chr13_0160-xanmn_chr13_0160	615	615	100	100	615	100.000	1110
fig|1185660.4.peg.3544	lcl|xanmn_chr13_0161-xanmn_chr13_0161	1164	1164	100	100	1164	100.000	2100
fig|1185660.4.peg.3545	lcl|xanmn_chr13_0162-xanmn_chr13_0162	183	183	100	100	183	100.000	331
fig|1185660.4.peg.3546	lcl|xanmn_chr13_0163-xanmn_chr13_0163	333	186	56	100	186	100.000	336
fig|1185660.4.peg.3547	lcl|xanmn_chr13_0164-xanmn_chr13_0164	222	222	100	100	222	100.000	401
fig|1185660.4.peg.3548	lcl|xanmn_chr13_0165-xanmn_chr13_0165	213	213	100	100	213	100.000	385
fig|1185660.4.peg.3549	lcl|xanmn_chr13_0167-xanmn_chr13_0167	711	738	100	96	711	100.000	1283
fig|1185660.4.peg.3550	lcl|xanmn_chr13_0168-xanmn_chr13_0168	2631	2658	100	99	2631	100.000	4745
fig|1185660.4.peg.3552	lcl|xanmn_chr13_0170-xanmn_chr13_0170	1269	1269	100	100	1269	100.000	2289
fig|1185660.4.peg.3554	lcl|xanmn_chr13_0172-xanmn_chr13_0172	837	837	100	100	837	100.000	1510
fig|1185660.4.peg.3558	lcl|xanmn_chr13_0175-xanmn_chr13_0175	927	909	98	100	909	100.000	1640
fig|1185660.4.peg.3559	lcl|xanmn_chr13_0176-xanmn_chr13_0176	399	399	100	100	399	100.000	720
fig|1185660.4.peg.3560	lcl|xanmn_chr13_0177-xanmn_chr13_0177	1170	1170	100	100	1170	100.000	2111
fig|1185660.4.peg.3561	lcl|xanmn_chr13_0178-xanmn_chr13_0178	390	429	100	91	390	100.000	704
fig|1185660.4.peg.3562	lcl|xanmn_chr13_0179-xanmn_chr13_0179	2121	2121	100	100	2121	100.000	3826
fig|1185660.4.peg.3563	lcl|endP-xanmn_chr13_0181	813	738	91	100	738	100.000	1332
fig|1185660.4.peg.3564	lcl|xanmn_chr13_0182-xanmn_chr13_0182	354	354	100	100	354	100.000	639
fig|1185660.4.peg.3565	lcl|xanmn_chr13_0183-xanmn_chr13_0183	231	231	100	100	231	100.000	417
fig|1185660.4.peg.3566	lcl|xanmn_chr13_0185-xanmn_chr13_0185	192	192	100	100	192	100.000	347
fig|1185660.4.peg.3567	lcl|xanmn_chr13_0186-xanmn_chr13_0186	246	246	100	100	246	100.000	444
fig|1185660.4.peg.3571	lcl|xanmn_chr13_0188-xanmn_chr13_0188	546	546	100	100	546	100.000	985
fig|1185660.4.peg.3574	lcl|xanmn_chr13_0189-xanmn_chr13_0189	357	354	99	100	354	100.000	639
fig|1185660.4.peg.3577	lcl|xanmn_chr13_0191-xanmn_chr13_0191	573	573	100	100	573	100.000	1034
fig|1185660.4.peg.3578	lcl|xanmn_chr13_0192-xanmn_chr13_0192	783	783	100	100	783	100.000	1413
fig|1185660.4.peg.3579	lcl|xanmn_chr13_0193-xanmn_chr13_0193	417	417	100	100	417	100.000	753
fig|1185660.4.peg.3580	lcl|xanmn_chr13_0194-xanmn_chr13_0194	246	321	100	77	246	100.000	444
fig|1185660.4.peg.3581	lcl|xanmn_chr13_0195-xanmn_chr13_0195	1878	1878	100	100	1878	100.000	3388
fig|1185660.4.peg.3582	lcl|dtd-xanmn_chr13_0196	441	441	100	100	441	100.000	796
fig|1185660.4.peg.3583	lcl|htrB-xanmn_chr13_0197	1017	915	90	100	915	100.000	1651
fig|1185660.4.peg.3584	lcl|yncA-xanmn_chr13_0198	522	522	100	100	522	100.000	942
fig|1185660.4.peg.3586	lcl|xanmn_chr13_0199-xanmn_chr13_0199	1134	1134	100	100	1134	100.000	2046
fig|1185660.4.peg.3587	lcl|xanmn_chr13_0200-xanmn_chr13_0200	477	477	100	100	477	100.000	861
fig|1185660.4.peg.3588	lcl|xanmn_chr13_0201-xanmn_chr13_0201	1506	1506	100	100	1506	100.000	2717
fig|1185660.4.peg.3589	lcl|xanmn_chr13_0202-xanmn_chr13_0202	849	1041	100	82	849	100.000	1532
fig|1185660.4.peg.3590	lcl|waaE-xanmn_chr13_0203	867	867	100	100	867	100.000	1564
fig|1185660.4.peg.3591	lcl|xanmn_chr13_0204-xanmn_chr13_0204	1212	1278	100	95	1212	100.000	2186
fig|1185660.4.peg.3592	lcl|xanmn_chr13_0205-xanmn_chr13_0205	1722	1722	100	100	1722	100.000	3106
fig|1185660.4.peg.3593	lcl|rsmB-xanmn_chr13_0206	1311	1311	100	100	1311	100.000	2365
fig|1185660.4.peg.3594	lcl|fmt-xanmn_chr13_0207	924	924	100	100	924	100.000	1667
fig|1185660.4.peg.3595	lcl|def-xanmn_chr13_0208	513	513	100	100	513	100.000	926
fig|1185660.4.peg.3596	lcl|xanmn_chr13_0209-xanmn_chr13_0209	1137	1137	100	100	1137	100.000	2051
fig|1185660.4.peg.3597	lcl|xanmn_chr13_0210-xanmn_chr13_0210	1146	1146	100	100	1146	100.000	2067
fig|1185660.4.peg.3598	lcl|xanmn_chr13_0211-xanmn_chr13_0211	474	474	100	100	474	100.000	856
fig|1185660.4.peg.3599	lcl|xanmn_chr13_0212-xanmn_chr13_0212	726	726	100	100	726	100.000	1310
fig|1185660.4.peg.3600	lcl|xanmn_chr13_0214-xanmn_chr13_0214	1272	1272	100	100	1272	100.000	2295
fig|1185660.4.peg.3601	lcl|topA-xanmn_chr13_0215	2493	2493	100	100	2493	100.000	4497
fig|1185660.4.peg.3604	lcl|xanmn_chr13_0217-xanmn_chr13_0217	777	777	100	100	777	100.000	1402
fig|1185660.4.peg.3605	lcl|xanmn_chr13_0218-xanmn_chr13_0218	201	216	100	93	201	100.000	363
fig|1185660.4.peg.3607	lcl|sspA-xanmn_chr13_0219	1902	1902	100	100	1902	100.000	3431
fig|1185660.4.peg.3609	lcl|uptD-xanmn_chr13_0009	330	384	100	86	330	100.000	596
fig|1185660.4.peg.3610	lcl|uptC-xanmn_chr13_0010	1134	1134	100	100	1134	100.000	2046
fig|1185660.4.peg.3611	lcl|xanmn_chr13_0011-xanmn_chr13_0011	663	663	100	100	663	100.000	1196
fig|1185660.4.peg.3612	lcl|xanmn_chr13_0012-xanmn_chr13_0012	990	990	100	100	990	100.000	1786
fig|1185660.4.peg.3614	lcl|xanmn_chr13_0220-xanmn_chr13_0220	1167	1167	100	100	1167	100.000	2105
fig|1185660.4.peg.3617	lcl|gst6-xanmn_chr13_0222	564	657	100	86	565	99.823	1011
fig|1185660.4.peg.3618	lcl|xanmn_chr13_0223-xanmn_chr13_0223	801	801	100	100	801	100.000	1445
fig|1185660.4.peg.3619	lcl|xanmn_chr13_5002-xanmn_chr13_5002	585	450	77	100	451	99.778	805
fig|1185660.4.peg.3620	lcl|xanmn_chr13_0226-xanmn_chr13_0226	549	549	100	100	549	100.000	991
fig|1185660.4.peg.3622	lcl|xanmn_chr13_0228-xanmn_chr13_0228	849	876	100	97	849	100.000	1532
fig|1185660.4.peg.3623	lcl|xanmn_chr13_0229-xanmn_chr13_0229	726	726	100	100	726	100.000	1310
fig|1185660.4.peg.3624	lcl|xanmn_chr13_0230-xanmn_chr13_0230	843	843	100	100	843	100.000	1521
fig|1185660.4.peg.3625	lcl|xanmn_chr13_0231-xanmn_chr13_0231	951	951	100	100	951	100.000	1716
fig|1185660.4.peg.3626	lcl|xanmn_chr13_0232-xanmn_chr13_0232	687	687	100	100	687	100.000	1240
fig|1185660.4.peg.3628	lcl|trxA-xanmn_chr13_0233	342	342	100	100	342	100.000	618
fig|1185660.4.peg.3629	lcl|xanmn_chr13_0234-xanmn_chr13_0234	1335	1263	95	100	1263	100.000	2278
fig|1185660.4.peg.3631	lcl|xanmn_chr13_0235-xanmn_chr13_0235	1725	1740	100	99	1725	100.000	3112
fig|1185660.4.peg.3632	lcl|xanmn_chr13_0236-xanmn_chr13_0236	948	948	100	100	948	100.000	1710
fig|1185660.4.peg.3633	lcl|xanmn_chr13_0237-xanmn_chr13_0237	261	261	100	100	261	100.000	471
fig|1185660.4.peg.3634	lcl|xanmn_chr13_0238-xanmn_chr13_0238	2232	2232	100	100	2232	100.000	4026
fig|1185660.4.peg.3635	lcl|xanmn_chr13_0239-xanmn_chr13_0239	558	558	100	100	558	100.000	1007
fig|1185660.4.peg.3636	lcl|xanmn_chr13_0240-xanmn_chr13_0240	294	294	100	100	294	100.000	531
fig|1185660.4.peg.3637	lcl|queF-xanmn_chr13_0241	816	816	100	100	816	100.000	1472
fig|1185660.4.peg.3638	lcl|xanmn_chr13_0242-xanmn_chr13_0242	915	915	100	100	915	100.000	1651
fig|1185660.4.peg.3639	lcl|xanmn_chr13_0243-xanmn_chr13_0243	273	273	100	100	273	100.000	493
fig|1185660.4.peg.3640	lcl|mtrC-xanmn_chr13_0244	1245	1245	100	100	1245	100.000	2246
fig|1185660.4.peg.3641	lcl|xanmn_chr13_0245-xanmn_chr13_0245	1848	3270	100	57	1848	100.000	3333
fig|1185660.4.peg.3643	lcl|xanmn_chr13_0246-xanmn_chr13_0246	3141	3141	100	100	3141	100.000	5665
fig|1185660.4.peg.3644	lcl|xanmn_chr13_0247-xanmn_chr13_0247	1494	1368	92	100	1368	100.000	2468
fig|1185660.4.peg.3645	lcl|xanmn_chr13_0248-xanmn_chr13_0248	672	618	92	100	618	100.000	1115
fig|1185660.4.peg.3646	lcl|xanmn_chr13_0250-xanmn_chr13_0250	573	567	99	100	567	100.000	1023
fig|1185660.4.peg.3647	lcl|xanmn_chr13_0251-xanmn_chr13_0251	753	753	100	100	753	100.000	1359
fig|1185660.4.peg.3648	lcl|xanmn_chr13_0254-xanmn_chr13_0254	354	354	100	100	354	100.000	639
fig|1185660.4.peg.3649	lcl|xanmn_chr13_0255-xanmn_chr13_0255	381	261	68	100	261	99.617	462
fig|1185660.4.peg.3654	lcl|xanmn_chr13_0260-xanmn_chr13_0260	777	777	100	100	777	100.000	1402
fig|1185660.4.peg.3655	lcl|xanmn_chr13_0261-xanmn_chr13_0261	1317	1317	100	100	1317	100.000	2376
fig|1185660.4.peg.3656	lcl|xanmn_chr13_0262-xanmn_chr13_0262	498	498	100	100	498	100.000	899
fig|1185660.4.peg.3657	lcl|xanmn_chr13_0263-xanmn_chr13_0263	333	333	100	100	333	100.000	601
fig|1185660.4.peg.3658	lcl|xanmn_chr13_0264-xanmn_chr13_0264	450	381	85	100	381	100.000	688
fig|1185660.4.peg.3659	lcl|xanmn_chr13_0265-xanmn_chr13_0265	897	810	90	100	810	100.000	1462
fig|1185660.4.peg.3661	lcl|xanmn_chr13_0267-xanmn_chr13_0267	486	282	58	100	282	100.000	509
fig|1185660.4.peg.3662	lcl|bglX-xanmn_chr13_0268	2175	2175	100	100	2175	100.000	3923
fig|1185660.4.peg.3663	lcl|xanmn_chr13_0269-xanmn_chr13_0269	348	357	100	97	348	100.000	628
fig|1185660.4.peg.3664	lcl|gcp-xanmn_chr13_0270	156	135	87	100	135	100.000	244
fig|1185660.4.peg.3665	lcl|rpsU-xanmn_chr13_0272	216	216	100	100	216	100.000	390
fig|1185660.4.peg.3666	lcl|xanmn_chr13_0273-xanmn_chr13_0273	447	447	100	100	447	100.000	807
fig|1185660.4.peg.3668	lcl|xanmn_chr13_0274-xanmn_chr13_0274	963	1044	100	92	963	100.000	1737
fig|1185660.4.peg.3669	lcl|dnaG-xanmn_chr13_0275	1749	1749	100	100	1749	100.000	3155
fig|1185660.4.peg.3670	lcl|xanmn_chr13_0276-xanmn_chr13_0276	1095	1002	92	100	1002	100.000	1808
fig|1185660.4.peg.3671	lcl|xanmn_chr13_0277-xanmn_chr13_0277	1584	1584	100	100	1584	100.000	2857
fig|1185660.4.peg.3672	lcl|ctaB-xanmn_chr13_0278	897	897	100	100	897	100.000	1618
fig|1185660.4.peg.3673	lcl|xanmn_chr13_0279-xanmn_chr13_0279	1164	1164	100	100	1164	100.000	2100
fig|1185660.4.peg.3674	lcl|xanmn_chr13_0280-xanmn_chr13_0280	576	576	100	100	576	100.000	1040
fig|1185660.4.peg.3675	lcl|xanmn_chr13_0281-xanmn_chr13_0281	723	723	100	100	723	100.000	1305
fig|1185660.4.peg.3676	lcl|xanmn_chr13_0282-xanmn_chr13_0282	219	219	100	100	219	100.000	396
fig|1185660.4.peg.3677	lcl|xanmn_chr13_0283-xanmn_chr13_0283	876	876	100	100	876	100.000	1581
fig|1185660.4.peg.3678	lcl|ctaG-xanmn_chr13_0284	597	597	100	100	597	100.000	1077
fig|1185660.4.peg.3680	lcl|xanmn_chr13_0285-xanmn_chr13_0285	1605	1605	100	100	1605	100.000	2895
fig|1185660.4.peg.3681	lcl|xanmn_chr13_0287-xanmn_chr13_0287	666	741	100	90	666	100.000	1202
fig|1185660.4.peg.3682	lcl|xanmn_chr13_0288-xanmn_chr13_0288	3201	3201	100	100	3201	100.000	5773
fig|1185660.4.peg.3685	lcl|xanmn_chr02_0279-xanmn_chr02_0279	393	284	72	100	284	98.944	491
fig|1185660.4.peg.3686	lcl|xanmn_chr13_0014-xanmn_chr13_0014	354	354	100	100	354	100.000	639
fig|1185660.4.peg.3687	lcl|xanmn_chr13_0015-xanmn_chr13_0015	336	336	100	100	336	100.000	607
fig|1185660.4.peg.3688	lcl|xanmn_chr13_0016-xanmn_chr13_0016	675	675	100	100	675	100.000	1207
fig|1185660.4.peg.3689	lcl|xanmn_chr13_0017-xanmn_chr13_0017	246	303	91	74	224	100.000	405
fig|1185660.4.peg.3690	lcl|xanmn_chr13_0018-xanmn_chr13_0018	483	489	100	99	483	100.000	872
fig|1185660.4.peg.3691	lcl|xanmn_chr13_0019-xanmn_chr13_0019	384	399	100	96	384	100.000	693
fig|1185660.4.peg.3692	lcl|xanmn_chr13_0020-xanmn_chr13_0020	651	651	100	100	651	100.000	1175
fig|1185660.4.peg.3693	lcl|dinP-xanmn_chr13_0021	1080	1080	100	100	1080	100.000	1948
fig|1185660.4.peg.3694	lcl|xanmn_chr13_0023-xanmn_chr13_0023	516	516	100	100	516	100.000	931
fig|1185660.4.peg.3695	lcl|xanmn_chr13_0024-xanmn_chr13_0024	1209	1209	100	100	1209	100.000	2181
fig|1185660.4.peg.3696	lcl|xanmn_chr13_0025-xanmn_chr13_0025	657	657	100	100	657	100.000	1186
fig|1185660.4.peg.3698	lcl|xanmn_chr13_0026-xanmn_chr13_0026	2025	2025	100	100	2025	100.000	3653
fig|1185660.4.peg.3699	lcl|xanmn_chr13_0027-xanmn_chr13_0027	1104	1104	100	100	1104	100.000	1992
fig|1185660.4.peg.3700	lcl|xanmn_chr13_0028-xanmn_chr13_0028	420	420	100	100	420	100.000	758
fig|1185660.4.peg.3701	lcl|copA-xanmn_chr13_0029	1785	1785	100	100	1785	100.000	3220
fig|1185660.4.peg.3702	lcl|xanmn_chr13_0030-xanmn_chr13_0030	1110	1110	100	100	1110	100.000	2003
fig|1185660.4.peg.3703	lcl|gloA-xanmn_chr13_0032	525	519	99	100	519	100.000	937
fig|1185660.4.peg.3704	lcl|xanmn_chr13_0033-xanmn_chr13_0033	900	900	100	100	900	100.000	1624
fig|1185660.4.peg.3705	lcl|xanmn_chr13_0034-xanmn_chr13_0034	1866	1893	100	99	1866	100.000	3366
fig|1185660.4.peg.3706	lcl|xanmn_chr13_0035-xanmn_chr13_0035	1140	1140	100	100	1140	100.000	2057
fig|1185660.4.peg.3709	lcl|xanmn_chr13_0040-xanmn_chr13_0040	1272	1272	100	100	1272	100.000	2295
fig|1185660.4.peg.3710	lcl|xanmn_chr13_0041-xanmn_chr13_0041	720	720	100	100	720	100.000	1299
fig|1185660.4.peg.3711	lcl|xanmn_chr13_0042-xanmn_chr13_0042	909	909	100	100	909	100.000	1640
fig|1185660.4.peg.3713	lcl|xanmn_chr13_0043-xanmn_chr13_0043	405	405	100	100	405	100.000	731
fig|1185660.4.peg.3714	lcl|xanmn_chr13_0044-xanmn_chr13_0044	1227	1227	100	100	1227	100.000	2214
fig|1185660.4.peg.3715	lcl|xanmn_chr13_0045-xanmn_chr13_0045	408	435	76	72	312	100.000	563
fig|1185660.4.peg.3716	lcl|xanmn_chr13_0046-xanmn_chr13_0046	2709	1353	50	100	1354	99.926	2434
fig|1185660.4.peg.3717	lcl|glmU-xanmn_chr13_0048	1533	1371	89	100	1371	100.000	2473
fig|1185660.4.peg.3718	lcl|xanmn_chr13_0049-xanmn_chr13_0049	414	414	100	100	414	100.000	747
fig|1185660.4.peg.3719	lcl|xanmn_chr13_0051-xanmn_chr13_0051	570	570	100	100	570	100.000	1029
fig|1185660.4.peg.3721	lcl|xanmn_chr13_0053-xanmn_chr13_0053	423	423	100	100	423	100.000	764
fig|1185660.4.peg.3722	lcl|xanmn_chr13_0054-xanmn_chr13_0054	1407	1407	100	100	1407	100.000	2538
fig|1185660.4.peg.3723	lcl|xanmn_chr13_0055-xanmn_chr13_0055	864	864	100	100	864	100.000	1559
fig|1185660.4.peg.3724	lcl|xanmn_chr13_0056-xanmn_chr13_0056	1548	1548	100	100	1548	100.000	2792
fig|1185660.4.peg.3725	lcl|xanmn_chr13_0057-xanmn_chr13_0057	528	528	100	100	528	100.000	953
fig|1185660.4.peg.3726	lcl|xanmn_chr13_0058-xanmn_chr13_0058	471	471	100	100	471	100.000	850
fig|1185660.4.peg.3727	lcl|xanmn_chr13_0059-xanmn_chr13_0059	303	303	100	100	303	100.000	547
fig|1185660.4.peg.3728	lcl|xanmn_chr13_0060-xanmn_chr13_0060	801	801	100	100	801	100.000	1445
fig|1185660.4.peg.3729	lcl|xanmn_chr13_0061-xanmn_chr13_0061	333	273	82	100	273	100.000	493
fig|1185660.4.peg.3730	lcl|xanmn_chr13_0063-xanmn_chr13_0063	813	813	100	100	813	100.000	1467
fig|1185660.4.peg.3731	lcl|xanmn_chr13_0064-xanmn_chr13_0064	276	288	100	96	276	100.000	499
fig|1185660.4.peg.3732	lcl|xanmn_chr13_0065-xanmn_chr13_0065	1410	1737	100	81	1410	100.000	2544
fig|1185660.4.peg.3733	lcl|xanmn_chr13_0066-xanmn_chr13_0066	648	648	100	100	648	100.000	1169
fig|1185660.4.peg.3734	lcl|xanmn_chr13_0067-xanmn_chr13_0067	960	960	100	100	960	100.000	1732
fig|1185660.4.peg.3735	lcl|xanmn_chr13_0068-xanmn_chr13_0068	258	258	100	100	258	100.000	466
fig|1185660.4.peg.3736	lcl|xanmn_chr13_0069-xanmn_chr13_0069	765	765	100	100	765	100.000	1380
fig|1185660.4.peg.3737	lcl|xanmn_chr13_0070-xanmn_chr13_0070	561	561	100	100	561	100.000	1012
fig|1185660.4.peg.3738	lcl|ompW2-xanmn_chr13_0071	687	687	100	100	687	100.000	1240
fig|1185660.4.peg.3739	lcl|xanmn_chr13_0072-xanmn_chr13_0072	558	552	99	100	552	100.000	996
fig|1185660.4.peg.3740	lcl|xanmn_chr13_0073-xanmn_chr13_0073	162	288	100	56	162	100.000	293
fig|1185660.4.peg.3741	lcl|xopAK-xanmn_chr13_0074	789	894	100	88	789	100.000	1424
fig|1185660.4.peg.3742	lcl|xanmn_chr13_0075-xanmn_chr13_0075	765	804	100	95	765	100.000	1380
fig|1185660.4.peg.3743	lcl|metI-xanmn_chr13_0076	696	696	100	100	696	100.000	1256
fig|1185660.4.peg.3744	lcl|MetN-xanmn_chr13_0077	1008	1008	100	100	1008	100.000	1819
fig|1185660.4.peg.3745	lcl|xanmn_chr13_0078-xanmn_chr13_0078	897	897	100	100	897	100.000	1618
fig|1185660.4.peg.3746	lcl|xanmn_chr13_0079-xanmn_chr13_0079	519	486	94	100	486	100.000	877
fig|1185660.4.peg.3748	lcl|xanmn_chr13_0081-xanmn_chr13_0081	330	396	100	83	330	100.000	596
fig|1185660.4.peg.3749	lcl|xanmn_chr13_0082-xanmn_chr13_0082	1737	1737	100	100	1737	100.000	3133
fig|1185660.4.peg.3750	lcl|xanmn_chr13_0083-xanmn_chr13_0083	828	828	100	100	828	100.000	1494
fig|1185660.4.peg.3751	lcl|xanmn_chr13_0084-xanmn_chr13_0084	561	561	100	100	561	100.000	1012
fig|1185660.4.peg.3753	lcl|xanmn_chr13_0086-xanmn_chr13_0086	807	807	100	100	807	100.000	1456
fig|1185660.4.peg.3754	lcl|xanmn_chr13_0087-xanmn_chr13_0087	681	681	100	100	681	100.000	1229
fig|1185660.4.peg.3755	lcl|rsuA-xanmn_chr13_0088	714	714	100	100	714	100.000	1288
fig|1185660.4.peg.3756	lcl|rsmC-xanmn_chr13_0089	1182	1068	90	100	1068	100.000	1927
fig|1185660.4.peg.3757	lcl|xanmn_chr13_0090-xanmn_chr13_0090	261	261	100	100	261	100.000	471
fig|1185660.4.peg.3758	lcl|sndH2-xanmn_chr13_0091	1338	1338	100	100	1338	100.000	2414
fig|1185660.4.peg.3759	lcl|xanmn_chr13_0092-xanmn_chr13_0092	309	309	100	100	309	100.000	558
fig|1185660.4.peg.3761	lcl|xanmn_chr13_0094-xanmn_chr13_0094	2034	2034	100	100	2034	100.000	3669
fig|1185660.4.peg.3762	lcl|xanmn_chr13_0095-xanmn_chr13_0095	291	291	100	100	291	100.000	526
fig|1185660.4.peg.3763	lcl|xanmn_chr13_0096-xanmn_chr13_0096	498	498	100	100	498	100.000	899
fig|1185660.4.peg.3764	lcl|xanmn_chr13_0098-xanmn_chr13_0098	576	576	100	100	576	100.000	1040
fig|1185660.4.peg.3765	lcl|alr-xanmn_chr13_0099	1098	1098	100	100	1098	100.000	1981
fig|1185660.4.peg.3766	lcl|dadA-xanmn_chr13_0100	1290	1290	100	100	1290	100.000	2327
fig|1185660.4.peg.3767	lcl|xanmn_chr13_0101-xanmn_chr13_0101	480	480	100	100	480	100.000	866
fig|1185660.4.peg.3769	lcl|msrB-xanmn_chr13_0104	465	465	100	100	465	100.000	839
fig|1185660.4.peg.3770	lcl|xanmn_chr13_5006-xanmn_chr13_5006	216	369	100	59	216	100.000	390
fig|1185660.4.peg.3771	lcl|motA-xanmn_chr13_0106	855	855	100	100	855	100.000	1543
fig|1185660.4.peg.3772	lcl|tyrS-xanmn_chr14_0001	1212	1212	100	100	1212	100.000	2186
fig|1185660.4.peg.3773	lcl|xanmn_chr14_0002-xanmn_chr14_0002	1419	1419	100	100	1419	100.000	2560
fig|1185660.4.peg.3774	lcl|anmK-xanmn_chr14_0004	1104	1134	100	97	1104	100.000	1992
fig|1185660.4.peg.3775	lcl|xanmn_chr14_0005-xanmn_chr14_0005	228	228	100	100	228	100.000	412
fig|1185660.4.peg.3776	lcl|xanmn_chr14_0006-xanmn_chr14_0006	1296	1296	100	100	1296	100.000	2338
fig|1185660.4.peg.3777	lcl|xanmn_chr14_5004-xanmn_chr14_5004	165	312	100	53	165	100.000	298
fig|1185660.4.peg.3779	lcl|exoA-xanmn_chr14_0008	801	801	100	100	801	100.000	1445
fig|1185660.4.peg.3780	lcl|pyrE-xanmn_chr14_0009	702	702	100	100	702	100.000	1267
fig|1185660.4.peg.3781	lcl|xanmn_chr14_0011-xanmn_chr14_0011	798	798	100	100	798	100.000	1440
fig|1185660.4.peg.3782	lcl|xanmn_chr14_0012-xanmn_chr14_0012	930	930	100	100	930	100.000	1678
fig|1185660.4.peg.3783	lcl|xanmn_chr14_0013-xanmn_chr14_0013	309	309	100	100	309	100.000	558
fig|1185660.4.peg.3784	lcl|wbnF-xanmn_chr14_0014	966	966	100	100	966	100.000	1743
fig|1185660.4.peg.3785	lcl|dpm1-xanmn_chr14_0015	723	723	100	100	723	100.000	1305
fig|1185660.4.peg.3786	lcl|xanmn_chr14_0016-xanmn_chr14_0016	342	342	100	100	342	100.000	618
fig|1185660.4.peg.3788	lcl|manB-xanmn_chr14_0018	2316	2346	100	99	2316	100.000	4177
fig|1185660.4.peg.3789	lcl|dut-xanmn_chr14_0019	468	468	100	100	468	100.000	845
fig|1185660.4.peg.3791	lcl|radC-xanmn_chr14_0020	732	678	93	100	678	100.000	1223
fig|1185660.4.peg.3792	lcl|argS-xanmn_chr14_0021	1689	1710	100	99	1689	100.000	3047
fig|1185660.4.peg.3795	lcl|xanmn_chr14_0025-xanmn_chr14_0025	756	756	100	100	756	100.000	1364
fig|1185660.4.peg.3797	lcl|oac-xanmn_chr14_0026	1029	1128	100	91	1030	99.903	1849
fig|1185660.4.peg.3798	lcl|xanmn_chr14_5005-xanmn_chr14_5005	153	255	100	60	153	100.000	277
