ID	MetaCyc
rxn26317	ANAEROBIC-RESPIRATION|Degradation|Electron-Transfer|Energy-Metabolism|NITROGEN-DEG|Nitrate-Reduction|Noncarbon-Nutrients|PWY0-1336|PWY0-1347|PWY0-1348|PWY0-1352|Respiration
rxn26318	ANAEROBIC-RESPIRATION|Degradation|Electron-Transfer|Energy-Metabolism|NITROGEN-DEG|Nitrate-Reduction|Noncarbon-Nutrients|PWY0-1336|PWY0-1347|PWY0-1348|PWY0-1352|Respiration
rxn26329	Degradation|Fatty-Acid-Degradation|Fatty-Acid-and-Lipid-Degradation|PWY0-1337
rxn26330	Degradation|Fatty-Acid-Degradation|Fatty-Acid-and-Lipid-Degradation|PWY0-1337
rxn26331	Degradation|Fatty-Acid-Degradation|Fatty-Acid-and-Lipid-Degradation|PWY0-1337
rxn26334	Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|PEPTIDOGLYCANSYN-PWY|Peptidoglycan-Biosynthesis
rxn26335	Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|PEPTIDOGLYCANSYN-PWY|Peptidoglycan-Biosynthesis
rxn26361	Biosynthesis|Cofactor-Biosynthesis|PWY-6476
rxn26364	Biosynthesis|Cofactor-Biosynthesis|HEME-SYN|HEMESYN2-PWY|PWY0-1415|Porphyrin-Compounds-Biosynthesis
rxn26375	Biosynthesis|CYTOKININ-BIOSYNTHESIS|HORMONE-SYN|PWY-2781|Plant-Hormone-Biosynthesis
rxn26379	Biosynthesis|Cofactor-Biosynthesis|PWY0-1433
rxn26380	Biosynthesis|Cofactor-Biosynthesis|PWY0-1433
rxn26394	Degradation|NITROGEN-DEG|Nitrate-Reduction|Noncarbon-Nutrients|Other-Degradation|PWY-5675|PWY-723
rxn26396	Biosynthesis|Metabolic-Regulators|PPGPPMET-PWY
rxn26398	Degradation|NUCLEO-DEG|PWY0-1471|Pyrimidine-Degradation|Uracil-Degradation
rxn26399	Biosynthesis|Nucleic-Acid-Processing|Nucleotide-Biosynthesis|PWY0-1479
rxn26400	Biosynthesis|Nucleic-Acid-Processing|Nucleotide-Biosynthesis|PWY0-1479
rxn26401	Biosynthesis|Nucleic-Acid-Processing|Nucleotide-Biosynthesis|PWY0-1479
rxn26402	Biosynthesis|Nucleic-Acid-Processing|Nucleotide-Biosynthesis|PWY0-1479
rxn26403	Biosynthesis|Nucleic-Acid-Processing|Nucleotide-Biosynthesis|PWY0-1479
rxn26404	Biosynthesis|Nucleic-Acid-Processing|Nucleotide-Biosynthesis|PWY0-1479
rxn26405	Biosynthesis|Nucleic-Acid-Processing|Nucleotide-Biosynthesis|PWY0-1479
rxn26406	Biosynthesis|Nucleic-Acid-Processing|Nucleotide-Biosynthesis|PWY0-1479
rxn26407	Biosynthesis|Nucleic-Acid-Processing|Nucleotide-Biosynthesis|PWY0-1479
rxn26408	Biosynthesis|Nucleic-Acid-Processing|Nucleotide-Biosynthesis|PWY0-1479
rxn26409	Biosynthesis|Nucleic-Acid-Processing|Nucleotide-Biosynthesis|PWY0-1479
rxn26412	Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PWY-5686|PWY0-162|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn
rxn26413	Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PWY-5686|PWY0-162|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn
rxn26438	Biosynthesis|PWY-6703|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn26440	Degradation|PWY0-1527|SECONDARY-METABOLITE-DEGRADATION
rxn26441	Degradation|PWY0-1527|SECONDARY-METABOLITE-DEGRADATION
rxn26447	Degradation|Noncarbon-Nutrients|PWY0-1533|Phosphorus-Compounds
rxn26456	Degradation|Noncarbon-Nutrients|PWY0-1533|Phosphorus-Compounds
rxn26457	Degradation|Noncarbon-Nutrients|PWY0-1533|Phosphorus-Compounds
rxn26458	Degradation|Noncarbon-Nutrients|PWY0-1533|Phosphorus-Compounds
rxn26459	Degradation|Noncarbon-Nutrients|PWY0-1533|Phosphorus-Compounds
rxn26463	Biosynthesis|Other-biosynthesis|PWY0-1534
rxn26470	Biosynthesis|Nucleotide-Biosynthesis|PWY-6545|PWY0-166|PYR-NUC-SYN|Pyrimid-Deoxyribonucleot-De-Novo-Biosyn
rxn26471	Biosynthesis|Nucleotide-Biosynthesis|PWY-6545|PWY0-166|PYR-NUC-SYN|Pyrimid-Deoxyribonucleot-De-Novo-Biosyn
rxn26472	Biosynthesis|Nucleotide-Biosynthesis|PWY-6545|PWY0-166|PYR-NUC-SYN|Pyrimid-Deoxyribonucleot-De-Novo-Biosyn
rxn26473	Biosynthesis|DENOVOPURINE2-PWY|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|PWY-6126|Purine-Nucleotide-De-Novo-Biosynthesis
rxn26474	Biosynthesis|DENOVOPURINE2-PWY|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|PWY-6125|Purine-Nucleotide-De-Novo-Biosynthesis
rxn26475	Biosynthesis|DENOVOPURINE2-PWY|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|PWY-6126|Purine-Nucleotide-De-Novo-Biosynthesis
rxn26476	Biosynthesis|DENOVOPURINE2-PWY|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|PWY-6125|Purine-Nucleotide-De-Novo-Biosynthesis
rxn26477	Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|GGPP-Biosynthesis|NONMEVIPP-PWY|Other-biosynthesis|PWY-5121|PWY-6270|Polyprenyl-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn26478	Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|GGPP-Biosynthesis|NONMEVIPP-PWY|Other-biosynthesis|PWY-5121|PWY-6270|Polyprenyl-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn26479	Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|GGPP-Biosynthesis|NONMEVIPP-PWY|Other-biosynthesis|PWY-5121|PWY-6270|Polyprenyl-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn26480	Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|GGPP-Biosynthesis|NONMEVIPP-PWY|Other-biosynthesis|PWY-5121|PWY-6270|Polyprenyl-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn26481	Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|GGPP-Biosynthesis|NONMEVIPP-PWY|Other-biosynthesis|PWY-5121|PWY-6270|Polyprenyl-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn26482	Biosynthesis|Cofactor-Biosynthesis|Lipoate-Biosynthesis|PWY0-501
rxn26483	Biosynthesis|Cofactor-Biosynthesis|Lipoate-Biosynthesis|PWY-6987|PWY0-1275|PWY0-501
rxn26488	Biosynthesis|Other-biosynthesis|PWY1-3
rxn26489	Antibiotic-Biosynthesis|Biosynthesis|PWY1A0-6325|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn26490	Antibiotic-Biosynthesis|Biosynthesis|PWY1A0-6325|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn26491	Antibiotic-Biosynthesis|Biosynthesis|PWY1A0-6325|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn26492	Antibiotic-Biosynthesis|Biosynthesis|PWY1A0-6325|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn26493	Antibiotic-Biosynthesis|Biosynthesis|PWY1A0-6325|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn26494	Antibiotic-Biosynthesis|Biosynthesis|PWY1A0-6325|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn26495	Antibiotic-Biosynthesis|Biosynthesis|PWY1A0-6325|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn26496	Antibiotic-Biosynthesis|Biosynthesis|PWY1A0-6325|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn26497	Antibiotic-Biosynthesis|Biosynthesis|PWY1A0-6325|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn26498	Biosynthesis|CHLOROPHYLL-SYN|Chlorophyll-Biosynthesis|Chlorophyll-a-Biosynthesis|Chlorophyllide-a-Biosynthesis|Cofactor-Biosynthesis|PWY-5529|PWY-5531|Porphyrin-Compounds-Biosynthesis
rxn26499	Biosynthesis|DITERPENOID-SYN|GIBBERELLIN-SYN|HORMONE-SYN|PWY-5035|PWY-5052|Plant-Hormone-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn26502	Biosynthesis|DITERPENOID-SYN|GIBBERELLIN-SYN|HORMONE-SYN|PWY-5035|PWY-5052|Plant-Hormone-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn26503	Biosynthesis|CAROTENOID-PWY|CAROTENOID-SYN|PWY-5946|SECONDARY-METABOLITE-BIOSYNTHESIS|TETRATERPENOID-SYN|Terpenoid-Biosynthesis
rxn26505	Biosynthesis|CAROTENOID-PWY|CAROTENOID-SYN|PWY-5943|SECONDARY-METABOLITE-BIOSYNTHESIS|TETRATERPENOID-SYN|Terpenoid-Biosynthesis
rxn26506	Biosynthesis|CAROTENOID-PWY|CAROTENOID-SYN|PWY-5943|SECONDARY-METABOLITE-BIOSYNTHESIS|TETRATERPENOID-SYN|Terpenoid-Biosynthesis
rxn26507	Abscisic-Acid-Biosynthesis|Biosynthesis|CAROTENOID-SYN|Carotenoid-Degradation|Degradation|HORMONE-SYN|PWY-6809|PWY-695|Plant-Hormone-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|SECONDARY-METABOLITE-DEGRADATION|SESQUITERPENOID-SYN|TERPENOID-DEG|Terpenoid-Biosynthesis|Tetraterpenoid-Degradation
rxn26509	Biosynthesis|DITERPENOID-SYN|GIBBERELLIN-SYN|HORMONE-SYN|PWY-5052|PWY-5070|Plant-Hormone-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn26510	Biosynthesis|DITERPENOID-SYN|GIBBERELLIN-SYN|HORMONE-SYN|PWY-5052|PWY-5070|Plant-Hormone-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn26511	Biosynthesis|DITERPENOID-SYN|GIBBERELLIN-SYN|HORMONE-SYN|PWY-5052|PWY-5070|Plant-Hormone-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn26512	Biosynthesis|DITERPENOID-SYN|GIBBERELLIN-SYN|HORMONE-SYN|PWY-5047|Plant-Hormone-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn26513	Biosynthesis|DITERPENOID-SYN|GIBBERELLIN-SYN|HORMONE-SYN|PWY-5035|PWY-5052|Plant-Hormone-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn26515	Biosynthesis|DITERPENOID-SYN|GIBBERELLIN-SYN|HORMONE-SYN|PWY-5035|PWY-5052|Plant-Hormone-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn26517	Biosynthesis|FATTY-ACID-DERIVATIVE-SYN|HORMONE-SYN|Jasmonates-Biosynthesis|PWY-5433|PWY-735|Plant-Hormone-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn26518	Biosynthesis|CHLOROPHYLL-SYN|Chlorophyll-Biosynthesis|Chlorophyll-a-Biosynthesis|Chlorophyllide-a-Biosynthesis|Cofactor-Biosynthesis|PWY-5529|PWY-5531|Porphyrin-Compounds-Biosynthesis
rxn26519	Betaine-Biosynthesis|Biosynthesis|PWY1F-353|Polyamine-Biosynthesis
rxn26520	Betaine-Biosynthesis|Biosynthesis|PWY1F-353|Polyamine-Biosynthesis
rxn26521	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5320|PWY-6266|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn26522	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5320|PWY-6266|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn26523	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5320|PWY-6266|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn26524	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5320|PWY-5348|PWY-6266|PWY-6360|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn26525	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5321|PWY-6266|PWY-6360|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn26526	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5320|PWY-6266|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn26527	Biosynthesis|FLAVONOID-SYN|FLAVONOL-SYN|PHENYLPROPANOID-SYN|PWY-5320|PWY-6266|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn26528	Biosynthesis|CHLOROPHYLL-SYN|Chlorophyll-Biosynthesis|Chlorophyll-a-Biosynthesis|Chlorophyllide-a-Biosynthesis|Cofactor-Biosynthesis|PWY-5529|PWY-5531|Porphyrin-Compounds-Biosynthesis
rxn26529	ANTHOCYANIN-SYN|Biosynthesis|FLAVONOID-SYN|PHENYLPROPANOID-SYN|PWY-5125|PWY-5313|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn26530	Biosynthesis|DITERPENOID-SYN|GIBBERELLIN-SYN|HORMONE-SYN|PWY-5052|PWY-5070|Plant-Hormone-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn26531	Detoxification|PWY1G-1
rxn26532	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26533	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26534	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26535	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26536	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26537	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26538	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26539	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26540	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26541	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26542	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26543	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26544	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26545	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26546	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26547	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26548	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26549	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26551	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26552	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26553	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26554	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26555	C1-COMPOUNDS|Degradation|Formaldehyde-Oxidation|PWY1G-170
rxn26556	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26557	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26558	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26559	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26560	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26561	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26562	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26563	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26564	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26565	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26566	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26567	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26568	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26569	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26570	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26571	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26572	Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWY-6397|PWY-6404|PWYG-321
rxn26573	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26574	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26575	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26576	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26577	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26578	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26579	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26580	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26581	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26582	Detoxification|PWY1G-1
rxn26583	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26584	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26585	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26587	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26588	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26589	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26590	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26591	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26592	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26593	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26594	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26595	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26596	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26597	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26598	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26599	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26600	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26601	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26602	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26603	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26604	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26605	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26606	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26607	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26608	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26609	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26610	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26611	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26612	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26613	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26614	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26615	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26616	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26617	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26618	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26619	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26620	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26621	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26622	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26623	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26624	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26625	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26626	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26627	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26628	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26629	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26630	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26631	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26632	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26633	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26634	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26635	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26636	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26637	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26638	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26639	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26640	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26641	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26642	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26643	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26644	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26645	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26646	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26647	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26648	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26649	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26650	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26651	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26652	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26653	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
rxn26654	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6113|PWYG-321
