ID	EcoCyc
rxn05338	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5971|Palmitate-Biosynthesis
rxn05340	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5971|Palmitate-Biosynthesis
rxn05342	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5971|Palmitate-Biosynthesis
rxn05343	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5971|Palmitate-Biosynthesis
rxn05345	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5971|Palmitate-Biosynthesis
rxn05346	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5971|Palmitate-Biosynthesis
rxn05347	Biosynthesis|FASYN-INITIAL-PWY|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5965|PWY-5966|PWY0-881
rxn05348	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5971|Palmitate-Biosynthesis
rxn05349	Biosynthesis|FASYN-INITIAL-PWY|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5966|PWY0-881
rxn05350	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5971|Palmitate-Biosynthesis
rxn05465	Biosynthesis|FASYN-INITIAL-PWY|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-4381|PWY0-881
rxn05958	Amino-Acid-Biosynthesis|Autoinducer-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|METHIONINE-SYN|Other-biosynthesis|PWY-6151|PWY-6153|S-adenosyl-L-methionine-cycle
rxn06165	Biosynthesis|Carbohydrates-Biosynthesis|GLYCOGEN-BIOSYN|GLYCOGENSYNTH-PWY|Polysaccharides-Biosynthesis
rxn06237	Biosynthesis|FASYN-ELONG-PWY|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY0-881
rxn06556	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5971|Palmitate-Biosynthesis
rxn06627	Biosynthesis|Cofactor-Biosynthesis|Folate-Biosynthesis|PWY-2161|Vitamin-Biosynthesis
rxn06723	Biosynthesis|Cell-Structure-Biosynthesis|KDO-NAGLIPASYN-PWY|LPSSYN-PWY|Lipid-Biosynthesis|Lipopolysaccharide-Biosynthesis|NAGLIPASYN-PWY
rxn06729	Biosynthesis|Cell-Structure-Biosynthesis|KDO-NAGLIPASYN-PWY|LPSSYN-PWY|Lipid-Biosynthesis|Lipopolysaccharide-Biosynthesis|NAGLIPASYN-PWY
rxn07436	Biosynthesis|Nucleic-Acid-Processing|Nucleotide-Biosynthesis|PWY-6700
rxn07473	Antibiotic-Resistance|Biosynthesis|Cell-Structure-Biosynthesis|Detoxification|Lipopolysaccharide-Biosynthesis|PWY0-1338
rxn07474	Antibiotic-Resistance|Biosynthesis|Cell-Structure-Biosynthesis|Detoxification|Lipopolysaccharide-Biosynthesis|PWY0-1338
rxn07475	Antibiotic-Resistance|Biosynthesis|Cell-Structure-Biosynthesis|Detoxification|Lipopolysaccharide-Biosynthesis|PWY0-1338
rxn07477	Antibiotic-Resistance|Biosynthesis|Cell-Structure-Biosynthesis|Detoxification|Lipopolysaccharide-Biosynthesis|PWY0-1338
rxn07492	Ascorbate-Degradation|CARBOXYLATES-DEG|Degradation|PWY0-301
rxn07969	Degradation|KETOGLUCONMET-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn07970	Degradation|KETOGLUCONMET-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn08023	Biosynthesis|Cell-Structure-Biosynthesis|ECASYN-PWY
rxn08094	Energy-Metabolism|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|TCA|TCA-GLYOX-BYPASS|TCA-VARIANTS
rxn08113	Carbohydrates-Degradation|Degradation|PWY0-44|Sugars-And-Polysaccharides
rxn08130	ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|MENAQUINONESYN-PWY|Menaquinone-Biosynthesis|PWY-5838|Quinone-Biosynthesis
rxn08173	Biosynthesis|DENOVOPURINE2-PWY|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|PWY-6126|Purine-Nucleotide-De-Novo-Biosynthesis
rxn08254	AMINE-DEG|CARN-DEG|CARNMET-PWY|Degradation
rxn08258	AMINE-DEG|CARN-DEG|CARNMET-PWY|Degradation
rxn08341	Biosynthesis|Cofactor-Biosynthesis|PWY0-1433
rxn08345	Degradation|KETOGLUCONMET-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn08347	Degradation|KETOGLUCONMET-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn08352	Biosynthesis|Cofactor-Biosynthesis|NONMEVIPP-PWY|Polyprenyl-Biosynthesis
rxn08353	ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|PWY-6708|Quinone-Biosynthesis|UBISYN-PWY|Ubiquinone-Biosynthesis
rxn08392	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5971|Palmitate-Biosynthesis
rxn08436	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5971|Palmitate-Biosynthesis
rxn08518	ANAEROBIC-RESPIRATION|ANARESP1-PWY|Energy-Metabolism|FERMENTATION-PWY|Fermentation|Respiration
rxn08531	Degradation|PWY0-521|SECONDARY-METABOLITE-DEGRADATION|Sugar-Derivatives
rxn08575	Degradation|PWY0-1306|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn08598	Biosynthesis|Metabolic-Regulators|PPGPPMET-PWY
rxn08603	AMINE-DEG|ARGDEG-PWY|ARGININE-DEG|Amino-Acid-Degradation|Degradation|ORNARGDEG-PWY|ORNDEG-PWY|PWY0-1221|Putrescine-Degradation
rxn08647	Carbohydrates-Degradation|D-Galactarate-Degradation|D-Glucarate-Degradation|Degradation|GALACTARDEG-PWY|GLUCARDEG-PWY|GLUCARGALACTSUPER-PWY|PWY0-1300|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides
rxn08659	Aldehyde-Degradation|Degradation|Detoxification|METHGLYUT-PWY|Methylglyoxal-Detoxification|PWY-901
rxn08711	Biosynthesis|LIPA-CORESYN-PWY|LPSSYN-PWY|Lipid-Biosynthesis
rxn08756	Biosynthesis|Cofactor-Biosynthesis|NONMEVIPP-PWY|Polyprenyl-Biosynthesis
rxn08766	Biosynthesis|FASYN-INITIAL-PWY|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-4381|PWY0-881
rxn08861	Biosynthesis|FASYN-INITIAL-PWY|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5965|PWY0-881
rxn08884	Carbohydrates-Degradation|Degradation|PWY0-1300|Sugars-And-Polysaccharides
rxn09039	ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|PWY-6708|Quinone-Biosynthesis|UBISYN-PWY|Ubiquinone-Biosynthesis
rxn09174	CARBOXYLATES-DEG|Degradation|PWY0-43|SUCC-DEG
rxn09177	Biosynthesis|COA-PWY|CoA-Biosynthesis|Cofactor-Biosynthesis|PANTOSYN-PWY|Vitamin-Biosynthesis
rxn09221	Biosynthesis|Other-biosynthesis|PRPP-Biosynthesis|PRPP-PWY|PWY0-661
rxn09320	Biosynthesis|CoA-Biosynthesis|Cofactor-Biosynthesis|Dephospho-CoA-Biosynthesis|P2-PWY
rxn11040	Energy-Metabolism|OXIDATIVEPENT-PWY|PENTOSE-P-PWY|Pentose-Phosphate-Cycle
rxn11510	Degradation|PWY0-521|SECONDARY-METABOLITE-DEGRADATION|Sugar-Derivatives
rxn11702	ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|DHNA-Biosynthesis|Menaquinone-Biosynthesis|PWY-5837|PWY-5838|Quinone-Biosynthesis
rxn11703	ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|DHNA-Biosynthesis|Menaquinone-Biosynthesis|PWY-5837|PWY-5838|Quinone-Biosynthesis
rxn11775	Carbohydrates-Degradation|Degradation|RIBOKIN-PWY|Sugars-And-Polysaccharides
rxn12049	ARG+POLYAMINE-SYN|Biosynthesis|POLYAMSYN-PWY|PWY0-1303|Polyamine-Biosynthesis
rxn12494	AEROBIC-RESPIRATION|Electron-Transfer|Energy-Metabolism|PWY0-1329|PWY0-1334|PWY0-1335|PWY0-1353|Respiration
rxn12510	Biosynthesis|CoA-Biosynthesis|Cofactor-Biosynthesis|PANTO-PWY|PANTOSYN-PWY|Pantothenate-Biosynthesis|Vitamin-Biosynthesis
rxn14003	Carbohydrates-Degradation|Degradation|RIBOKIN-PWY|Sugars-And-Polysaccharides
rxn15021	Amino-Acid-Biosynthesis|BRANCHED-CHAIN-AA-SYN-PWY|Biosynthesis|IND-AMINO-ACID-SYN|VALINE-BIOSYNTHESIS|VALSYN-PWY
rxn15022	ANAEROBIC-RESPIRATION|ANARESP1-PWY|Energy-Metabolism|FERMENTATION-PWY|Fermentation|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|Respiration|TCA|TCA-GLYOX-BYPASS|TCA-VARIANTS
rxn15045	Energy-Metabolism|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|GLYOXYLATE-BYPASS|TCA-GLYOX-BYPASS|TCA-VARIANTS
rxn15061	AMINE-DEG|Degradation|GLCMANNANAUT-PWY|GLUAMCAT-PWY|N-Acetylglucosamine-Degradation|SECONDARY-METABOLITE-DEGRADATION|Sugar-Derivatives
rxn15064	Biosynthesis|Cell-Structure-Biosynthesis|Lipopolysaccharide-Biosynthesis|O-Antigen-Biosynthesis|OANTIGEN-PWY|Polyamine-Biosynthesis|UDP-NAc-Glucosamine-Biosynthesis|UDPNAGSYN-PWY
rxn15074	Carbohydrates-Degradation|Degradation|Sugars-And-Polysaccharides|TREDEGLOW-PWY|Trehalose-Degradation
rxn15116	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Energy-Metabolism|GLUCONEO-PWY|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|Gluconeogenesis|TCA-VARIANTS
rxn15121	Biosynthesis|CARBO-BIOSYNTHESIS|COLANSYN-PWY|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Cell-Structure-Biosynthesis|Degradation|GALACTMETAB-PWY|GALACTOSE-DEGRADATION|SUGAR-NUCLEOTIDES|Sugars-And-Polysaccharides
rxn15138	Carbohydrates-Degradation|Degradation|PWY0-1301|Sugars-And-Polysaccharides
rxn15155	Carbohydrates-Degradation|Degradation|PWY0-1309|Sugars-And-Polysaccharides
rxn15162	Adenine-Adenosine-Salvage|Biosynthesis|Nucleotide-Biosynthesis|PUR-NUC-SYN|PWY-6605|Purine-Nucleotides-Salvage
rxn15166	Amino-Acid-Biosynthesis|Biosynthesis|HOMOSER-METSYN-PWY|IND-AMINO-ACID-SYN|MET-SAM-PWY|METHIONINE-SYN|METSYN-PWY|P4-PWY|PWY0-781
rxn15191	Carbohydrates-Degradation|Degradation|Sugars-And-Polysaccharides|XYLCAT-PWY|Xylose-Degradation
rxn15192	Carbohydrates-Degradation|Degradation|Sugars-And-Polysaccharides|XYLCAT-PWY|Xylose-Degradation
rxn15270	Biosynthesis|CARBO-BIOSYNTHESIS|COLANSYN-PWY|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Cell-Structure-Biosynthesis|Degradation|GDP-Mannose-Biosynthesis|MANNCAT-PWY|PWY-5659|SUGAR-NUCLEOTIDES|Sugars-And-Polysaccharides
rxn15271	Energy-Metabolism|NONOXIPENT-PWY|PENTOSE-P-PWY|Pentose-Phosphate-Cycle
rxn15280	ANAEROBIC-RESPIRATION|ANARESP1-PWY|Energy-Metabolism|FERMENTATION-PWY|Fermentation|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|GLYOXYLATE-BYPASS|Respiration|TCA|TCA-GLYOX-BYPASS|TCA-VARIANTS
rxn15317	Aldehyde-Degradation|Degradation|FUC-RHAMCAT-PWY|Lactaldehyde-Degradation|PWY0-1315
rxn15334	AMINE-DEG|Allantoin-degradation|Degradation|PWY-5698|PWY-5705|PWY0-41
rxn15354	Degradation|HEXITOLDEGSUPER-PWY|SECONDARY-METABOLITE-DEGRADATION|SORBDEG-PWY|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives
rxn15395	Amino-Acid-Biosynthesis|Biosynthesis|HOMOSER-METSYN-PWY|IND-AMINO-ACID-SYN|MET-SAM-PWY|METHIONINE-SYN|METSYN-PWY|P4-PWY|PWY0-781
rxn15493	Energy-Metabolism|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|TCA-VARIANTS
rxn15494	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Energy-Metabolism|GLUCONEO-PWY|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|Gluconeogenesis|TCA-VARIANTS
rxn15539	CARBOXYLATES-DEG|Degradation|PWY0-43|SUCC-DEG
rxn15588	BGALACT-PWY|Carbohydrates-Degradation|Degradation|LACTOSE-DEG|Sugars-And-Polysaccharides
rxn15699	Biosynthesis|Cofactor-Biosynthesis|Lipoate-Biosynthesis|PWY0-522
rxn15723	Degradation|PWY0-521|SECONDARY-METABOLITE-DEGRADATION|Sugar-Derivatives
rxn15745	Degradation|PWY0-1261|SECONDARY-METABOLITE-DEGRADATION|Sugar-Derivatives
rxn15899	Carbohydrates-Degradation|Degradation|PWY0-44|Sugars-And-Polysaccharides
rxn16149	Degradation|NUCLEO-DEG|PWY0-1471|Pyrimidine-Degradation|Uracil-Degradation
rxn16385	7-Keto-8-aminopelargonate-Biosynthesis|BIOTIN-BIOSYNTHESIS-PWY|BIOTIN-SYN|Biosynthesis|Cofactor-Biosynthesis|PWY-6519|Vitamin-Biosynthesis
rxn16484	Degradation|PWY0-1261|SECONDARY-METABOLITE-DEGRADATION|Sugar-Derivatives
rxn16573	7-Keto-8-aminopelargonate-Biosynthesis|BIOTIN-BIOSYNTHESIS-PWY|BIOTIN-SYN|Biosynthesis|Cofactor-Biosynthesis|PWY-6519|Vitamin-Biosynthesis
rxn16574	Biosynthesis|Cofactor-Biosynthesis|Molybdenum-Cofactor-Biosynthesis|PWY-6823
rxn16583	Biosynthesis|Cofactor-Biosynthesis|Molybdenum-Cofactor-Biosynthesis|PWY-6823
rxn16661	AMINE-DEG|AROMATIC-COMPOUNDS-DEGRADATION|Degradation|PWY-6071|PWY0-321|Phenolic-Compounds-Degradation|Phenylacetate-Degradation
rxn16677	AMINE-DEG|AROMATIC-COMPOUNDS-DEGRADATION|Degradation|PWY-6071|PWY0-321|Phenolic-Compounds-Degradation|Phenylacetate-Degradation
rxn16678	AMINE-DEG|AROMATIC-COMPOUNDS-DEGRADATION|Degradation|PWY-6071|PWY0-321|Phenolic-Compounds-Degradation|Phenylacetate-Degradation
rxn16679	AMINE-DEG|AROMATIC-COMPOUNDS-DEGRADATION|Degradation|PWY-6071|PWY0-321|Phenolic-Compounds-Degradation|Phenylacetate-Degradation
rxn16680	AMINE-DEG|AROMATIC-COMPOUNDS-DEGRADATION|Degradation|PWY-6071|PWY0-321|Phenolic-Compounds-Degradation|Phenylacetate-Degradation
rxn16776	Degradation|NUCLEO-DEG|PWY0-1471|Pyrimidine-Degradation|Uracil-Degradation
rxn16794	Degradation|NUCLEO-DEG|PWY0-1471|Pyrimidine-Degradation|Uracil-Degradation
rxn16806	Biosynthesis|PWY-6703|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn16824	Biosynthesis|PWY-6703|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn16829	Degradation|NUCLEO-DEG|PWY0-1471|Pyrimidine-Degradation|Uracil-Degradation
rxn16847	Biosynthesis|CDP-diacylglycerol-Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN-PWY|PWY0-1319|Phospholipid-Biosynthesis
rxn16867	Degradation|FAO-PWY|Fatty-Acid-Degradation|Fatty-Acid-and-Lipid-Degradation
rxn16876	Biosynthesis|Cofactor-Biosynthesis|PWY0-845|PYRIDOXSYN-PWY|Vitamin-B6-Biosynthesis|Vitamin-Biosynthesis
rxn16877	Degradation|IDNCAT-PWY|KETOGLUCONMET-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn16880	Biosynthesis|CARBO-BIOSYNTHESIS|COLANSYN-PWY|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|PWY-66|SUGAR-NUCLEOTIDES
rxn17275	Degradation|Noncarbon-Nutrients|SO4ASSIM-PWY|SULFATE-CYS-PWY|Sulfate-Reduction|Sulfur-Assimilation
rxn17391	CARBOXYLATES-DEG|Degradation|Methyl-Citrate-Cycle|PWY0-42|Propionate-Degradation
rxn17392	CARBOXYLATES-DEG|Degradation|Methyl-Citrate-Cycle|PWY0-42|Propionate-Degradation
rxn17394	ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|PWY-6708|Quinone-Biosynthesis|UBISYN-PWY|Ubiquinone-Biosynthesis
rxn17400	AROMATIC-COMPOUNDS-DEGRADATION|CARBOXYLATES-DEG|Degradation|PWY-5162|PWY0-1277
rxn17438	Biosynthesis|Cyclopropane-fatty-acid-biosyn|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY0-541|Unusual-fatty-acid-biosynthesis
rxn17469	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5973|PWY-6284
rxn17510	Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|PEPTIDOGLYCANSYN-PWY|Peptidoglycan-Biosynthesis
rxn17711	Biosynthesis|CoA-Biosynthesis|Cofactor-Biosynthesis|Dephospho-CoA-Biosynthesis|P2-PWY
rxn17725	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|PWY0-901|Selenocysteine-Biosynthesis
rxn17731	BIOTIN-BIOSYNTHESIS-PWY|BIOTIN-SYN|Biosynthesis|Cofactor-Biosynthesis|PWY0-1507|Vitamin-Biosynthesis
rxn17739	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|PWY0-901|Selenocysteine-Biosynthesis
rxn17747	Amino-Acid-Degradation|Degradation|Energy-Metabolism|PWY-5084|Respiration
rxn17757	Biosynthesis|FASYN-ELONG-PWY|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY0-881
rxn17770	Biosynthesis|FASYN-ELONG-PWY|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY0-881
rxn17835	Biosynthesis|Nucleic-Acid-Processing|Nucleotide-Biosynthesis|PWY0-1479
rxn18935	Biosynthesis|FASYN-ELONG-PWY|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5971|PWY0-881|Palmitate-Biosynthesis
rxn18936	Biosynthesis|FASYN-ELONG-PWY|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5971|PWY0-881|Palmitate-Biosynthesis
rxn18937	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-5971|Palmitate-Biosynthesis
rxn18965	ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|PWY-6708|Quinone-Biosynthesis|UBISYN-PWY|Ubiquinone-Biosynthesis
rxn18982	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|PWY-6284|PWY0-862|PWY0-881
rxn19016	Energy-Metabolism|OXIDATIVEPENT-PWY|PENTOSE-P-PWY|Pentose-Phosphate-Cycle
rxn19027	Amino-Acid-Biosynthesis|BRANCHED-CHAIN-AA-SYN-PWY|Biosynthesis|IND-AMINO-ACID-SYN|VALINE-BIOSYNTHESIS|VALSYN-PWY
rxn19029	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|BRANCHED-CHAIN-AA-SYN-PWY|Biosynthesis|Degradation|GLYCINE-SYN|ILEUSYN-PWY|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN|THREOCAT-PWY|THREONINE-DEG
rxn19030	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|BRANCHED-CHAIN-AA-SYN-PWY|Biosynthesis|Degradation|GLYCINE-SYN|ILEUSYN-PWY|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN|THREOCAT-PWY|THREONINE-DEG
rxn19038	AMINE-DEG|Carbohydrates-Degradation|Degradation|GLCMANNANAUT-PWY|PWY0-1324|Sugars-And-Polysaccharides
rxn19056	Degradation|FAO-PWY|Fatty-Acid-Degradation|Fatty-Acid-and-Lipid-Degradation
rxn19057	Degradation|FAO-PWY|Fatty-Acid-Degradation|Fatty-Acid-and-Lipid-Degradation
rxn19072	Adenine-Adenosine-Salvage|Biosynthesis|Nucleotide-Biosynthesis|PUR-NUC-SYN|PWY-6605|Purine-Nucleotides-Salvage
rxn19077	Biosynthesis|DENOVOPURINE2-PWY|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|PWY-6126|Purine-Nucleotide-De-Novo-Biosynthesis
rxn19082	Aminoacyl-tRNAs-Charging|Biosynthesis|Metabolic-Clusters|TRNA-CHARGING-PWY
rxn19128	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|GALACTMETAB-PWY|GALACTOSE-DEGRADATION|SUGAR-NUCLEOTIDES|Sugars-And-Polysaccharides
rxn19149	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|GLYCINE-SYN|IND-AMINO-ACID-SYN|THRDLCTCAT-PWY|THREOCAT-PWY|THREONINE-DEG
rxn19157	2PHENDEG-PWY|AMINE-DEG|AROMATIC-COMPOUNDS-DEGRADATION|Degradation|PWY-6071|Phenolic-Compounds-Degradation|Phenylethylamine-Degradation
rxn19167	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|GLYCOCAT-PWY|Glycogen-Degradation|POLYSACCHARIDES-DEG|Polymer-Degradation
rxn19175	ARABCAT-PWY|Carbohydrates-Degradation|Degradation|L-Arabinose-Degradation|Sugars-And-Polysaccharides
rxn19180	ARG+POLYAMINE-SYN|ARGDEG-PWY|ARGININE-DEG|Acid-Resistance|Amino-Acid-Degradation|Biosynthesis|Degradation|Detoxification|ORNARGDEG-PWY|POLYAMSYN-PWY|PWY-40|PWY0-1299|PWY0-823|Polyamine-Biosynthesis|Putrescine-Biosynthesis
rxn19182	Aminoacyl-tRNAs-Charging|Biosynthesis|Metabolic-Clusters|TRNA-CHARGING-PWY
rxn19208	ASPARAGINE-DEG|ASPARAGINE-DEG1-PWY|ASPASN-PWY|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|Metabolic-Clusters
rxn19209	Aminoacyl-tRNAs-Charging|Biosynthesis|Metabolic-Clusters|TRNA-CHARGING-PWY
rxn19211	Aminoacyl-tRNAs-Charging|Biosynthesis|Metabolic-Clusters|TRNA-CHARGING-PWY
rxn19218	BETSYN-PWY|Betaine-Biosynthesis|Biosynthesis|Polyamine-Biosynthesis
rxn19229	D-Glucuronate-Degradation|Degradation|GALACT-GLUCUROCAT-PWY|GLUCUROCAT-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn19235	Biosynthesis|Lipid-Biosynthesis|PWY0-1264
rxn19236	Biosynthesis|Lipid-Biosynthesis|PWY0-1264
rxn19257	Biosynthesis|Cardiolipin-Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN-PWY|PWY-5668|Phospholipid-Biosynthesis
rxn19258	Biosynthesis|Cardiolipin-Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN-PWY|PWY-5668|Phospholipid-Biosynthesis
rxn19275	Biosynthesis|CDP-diacylglycerol-Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN-PWY|PWY-5667|PWY0-1319|Phospholipid-Biosynthesis
rxn19277	Biosynthesis|Nucleotide-Biosynthesis|PWY0-166|PYR-NUC-SYN|Pyrimid-Deoxyribonucleot-De-Novo-Biosyn
rxn19290	BETSYN-PWY|Betaine-Biosynthesis|Biosynthesis|Polyamine-Biosynthesis
rxn19319	Adenosylcobalamin-Biosynthesis|Biosynthesis|COBALSYN-PWY-1|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|Vitamin-Biosynthesis
rxn19329	AMINE-DEG|CARN-DEG|CARNMET-PWY|Degradation
rxn19348	Aminoacyl-tRNAs-Charging|Biosynthesis|Metabolic-Clusters|TRNA-CHARGING-PWY
rxn19378	Degradation|NUCLEO-DEG|PWY0-1297|PWY0-1298|Pyrimidine-Degradation
rxn19414	ALADEG-PWY|ALANINE-DEG|Amino-Acid-Degradation|Degradation
rxn19443	Carbohydrates-Degradation|D-Arabinose-Degradation|DARABCATK12-PWY|Degradation|Sugars-And-Polysaccharides
rxn19444	Carbohydrates-Degradation|D-Arabinose-Degradation|DARABCATK12-PWY|Degradation|Sugars-And-Polysaccharides
rxn19445	Carbohydrates-Degradation|D-Arabinose-Degradation|DARABCATK12-PWY|Degradation|Sugars-And-Polysaccharides
rxn19453	Degradation|NUCLEO-DEG|PWY0-1297
rxn19455	Degradation|NUCLEO-DEG|PWY0-1297
rxn19457	Degradation|NUCLEO-DEG|PWY0-1297
rxn19461	Degradation|NUCLEO-DEG|PWY0-1297|PWY0-1298|Pyrimidine-Degradation
rxn19543	Amino-Acid-Biosynthesis|Biosynthesis|DAPLYSINESYN-PWY|IND-AMINO-ACID-SYN|LYSINE-SYN|P4-PWY|PWY0-781
rxn19544	Amino-Acid-Biosynthesis|BRANCHED-CHAIN-AA-SYN-PWY|Biosynthesis|IND-AMINO-ACID-SYN|VALINE-BIOSYNTHESIS|VALSYN-PWY
rxn19545	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|BRANCHED-CHAIN-AA-SYN-PWY|Biosynthesis|Degradation|GLYCINE-SYN|ILEUSYN-PWY|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN|THREOCAT-PWY|THREONINE-DEG
rxn19546	ANAEROBIC-RESPIRATION|Electron-Transfer|Energy-Metabolism|PWY0-1348|PWY0-1356|Respiration
rxn19556	ANAEROBIC-RESPIRATION|Electron-Transfer|Energy-Metabolism|PWY0-1348|PWY0-1356|Respiration
rxn19601	Aldehyde-Degradation|Degradation|Detoxification|METHGLYUT-PWY|Methylglyoxal-Detoxification|PWY-5386|PWY-901
rxn19630	ALL-CHORISMATE-PWY|Biosynthesis|Cofactor-Biosynthesis|Demethylmenaquinol-8-Biosynthesis|Demethylmenaquinone-Biosynthesis|Menaquinone-Biosynthesis|PWY-5838|PWY-5852|Quinone-Biosynthesis
rxn19641	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|DTDPRHAMSYN-PWY|Lipopolysaccharide-Biosynthesis|O-Antigen-Biosynthesis|OANTIGEN-PWY|Rhamnose-Biosynthesis|SUGAR-NUCLEOTIDES
